Дата;  1-кімнатна ; 2-кімнатна ; 3-кімнатна ; Курс долара 
17.12.23; 13 027,00 ? ; 15 797,00 ? ; 21 023,00 ? ; 37,08 ? 
18.12.23; 13 044,00 ? ; 15 872,00 ? ; 21 071,00 ? ; 37,21 ? 
19.12.23; 13 063,00 ? ; 15 952,00 ? ; 21 139,00 ? ; 37,32 ? 
20.12.23; 13 085,00 ? ; 16 030,00 ? ; 21 224,00 ? ; 37,62 ? 
21.12.23; 13 108,00 ? ; 16 106,00 ? ; 21 320,00 ? ; 37,60 ? 
22.12.23; 13 134,00 ? ; 16 180,00 ? ; 21 434,00 ? ; 37,53 ? 
23.12.23; 13 164,00 ? ; 16 247,00 ? ; 21 557,00 ? ; 37,53 ? 
24.12.23; 13 196,00 ? ; 16 305,00 ? ; 21 679,00 ? ; 37,53 ? 
25.12.23; 13 232,00 ? ; 16 358,00 ? ; 21 802,00 ? ; 37,55 ? 
26.12.23; 13 272,00 ? ; 16 405,00 ? ; 21 926,00 ? ; 37,55 ? 
27.12.23; 13 316,00 ? ; 16 448,00 ? ; 22 039,00 ? ; 37,79 ? 
28.12.23; 13 361,00 ? ; 16 478,00 ? ; 22 136,00 ? ; 38,26 ? 
29.12.23; 13 396,00 ? ; 16 494,00 ? ; 22 204,00 ? ; 38,03 ? 
30.12.23; 13 430,00 ? ; 16 497,00 ? ; 22 262,00 ? ; 38,03 ? 
31.12.23; 13 461,00 ? ; 16 485,00 ? ; 22 307,00 ? ; 38,03 ? 
01.01.24; 13 488,00 ? ; 16 458,00 ? ; 22 338,00 ? ; 38,13 ? 
02.01.24; 13 510,00 ? ; 16 419,00 ? ; 22 348,00 ? ; 38,15 ? 
03.01.24; 13 530,00 ? ; 16 373,00 ? ; 22 336,00 ? ; 38,08 ? 
04.01.24; 13 550,00 ? ; 16 323,00 ? ; 22 304,00 ? ; 38,03 ? 
05.01.24; 13 570,00 ? ; 16 272,00 ? ; 22 248,00 ? ; 38,09 ? 
06.01.24; 13 590,00 ? ; 16 222,00 ? ; 22 153,00 ? ; 38,09 ? 
07.01.24; 13 608,00 ? ; 16 173,00 ? ; 22 032,00 ? ; 38,09 ? 
08.01.24; 13 623,00 ? ; 16 128,00 ? ; 21 898,00 ? ; 38,02 ? 
09.01.24; 13 637,00 ? ; 16 086,00 ? ; 21 750,00 ? ;  
10.01.24; 13 648,00 ? ; 16 046,00 ? ; 21 593,00 ? ;  
11.01.24; 13 652,00 ? ; 16 007,00 ? ; 21 431,00 ? ;  
12.01.24; 13 657,00 ? ; 15 973,00 ? ; 21 272,00 ? ;  
13.01.24; 13 670,00 ? ; 15 944,00 ? ; 21 126,00 ? ;  
14.01.24; 13 685,00 ? ; 15 916,00 ? ; 20 972,00 ? ;  
15.01.24; 13 703,00 ? ; 15 890,00 ? ; 20 810,00 ? ;  
16.01.24; 13 724,00 ? ; 15 871,00 ? ; 20 651,00 ? ;  
17.01.24; 13 746,00 ? ; 15 854,00 ? ; 20 501,00 ? ;  
18.01.24; 13 769,00 ? ; 15 839,00 ? ; 20 362,00 ? ;  
19.01.24; 13 790,00 ? ; 15 826,00 ? ; 20 233,00 ? ;  
20.01.24; 13 810,00 ? ; 15 812,00 ? ; 20 128,00 ? ;  
21.01.24; 13 830,00 ? ; 15 797,00 ? ; 20 055,00 ? ;  
22.01.24; 13 849,00 ? ; 15 779,00 ? ; 20 004,00 ? ;  
23.01.24; 13 867,00 ? ; 15 759,00 ? ; 19 966,00 ? ;  
24.01.24; 13 885,00 ? ; 15 739,00 ? ; 19 938,00 ? ;  
25.01.24; 13 903,00 ? ; 15 719,00 ? ; 19 920,00 ? ;  
26.01.24; 13 925,00 ? ; 15 703,00 ? ; 19 908,00 ? ;  
27.01.24; 13 949,00 ? ; 15 690,00 ? ; 19 900,00 ? ;  
28.01.24; 13 968,00 ? ; 15 681,00 ? ; 19 895,00 ? ;  
29.01.24; 13 987,00 ? ; 15 681,00 ? ; 19 899,00 ? ;  
30.01.24; 14 003,00 ? ; 15 687,00 ? ; 19 913,00 ? ;  
31.01.24; 14 018,00 ? ; 15 694,00 ? ; 19 930,00 ? ;  
01.02.24; 14 032,00 ? ; 15 707,00 ? ; 19 948,00 ? ;  
02.02.24; 14 049,00 ? ; 15 721,00 ? ; 19 966,00 ? ;  
03.02.24; 14 070,00 ? ; 15 736,00 ? ; 19 983,00 ? ;  
04.02.24; 14 093,00 ? ; 15 750,00 ? ; 19 991,00 ? ;  
05.02.24; 14 117,00 ? ; 15 769,00 ? ; 19 992,00 ? ;  
06.02.24; 14 144,00 ? ; 15 795,00 ? ; 19 988,00 ? ;  
07.02.24; 14 174,00 ? ; 15 825,00 ? ; 19 984,00 ? ;  
08.02.24; 14 202,00 ? ; 15 857,00 ? ; 19 980,00 ? ;  
09.02.24; 14 232,00 ? ; 15 891,00 ? ; 19 976,00 ? ; 37,65 ? 
10.02.24; 14 261,00 ? ; 15 926,00 ? ; 19 972,00 ? ; 37,65 ? 
11.02.24; 14 290,00 ? ; 15 960,00 ? ; 19 968,00 ? ; 37,65 ? 
12.02.24; 14 323,00 ? ; 15 992,00 ? ; 19 968,00 ? ; 37,96 ? 
13.02.24; 14 357,00 ? ; 16 022,00 ? ; 19 973,00 ? ; 38,14 ? 
14.02.24; 14 393,00 ? ; 16 051,00 ? ; 19 982,00 ? ; 38,17 ? 
15.02.24; 14 430,00 ? ; 16 080,00 ? ; 19 998,00 ? ; 37,89 ? 
16.02.24; 14 467,00 ? ; 16 109,00 ? ; 20 014,00 ? ; 38,08 ? 
17.02.24; 14 494,00 ? ; 16 139,00 ? ; 20 030,00 ? ; 38,08 ? 
18.02.24; 14 513,00 ? ; 16 173,00 ? ; 20 047,00 ? ; 38,08 ? 
19.02.24; 14 524,00 ? ; 16 212,00 ? ; 20 071,00 ? ; 38,29 ? 
20.02.24; 14 529,00 ? ; 16 253,00 ? ; 20 095,00 ? ; 38,48 ? 
21.02.24; 14 524,00 ? ; 16 292,00 ? ; 20 119,00 ? ; 38,63 ? 
22.02.24; 14 516,00 ? ; 16 333,00 ? ; 20 143,00 ? ; 38,48 ? 
23.02.24; 14 505,00 ? ; 16 374,00 ? ; 20 167,00 ? ; 38,28 ? 
24.02.24; 14 489,00 ? ; 16 411,00 ? ; 20 191,00 ? ; 38,28 ? 
25.02.24; 14 471,00 ? ; 16 447,00 ? ; 20 215,00 ? ; 38,28 ? 
26.02.24; 14 449,00 ? ; 16 478,00 ? ; 20 239,00 ? ; 38,40 ? 
27.02.24; 14 418,00 ? ; 16 506,00 ? ; 20 254,00 ? ; 38,27 ? 
28.02.24; 14 380,00 ? ; 16 527,00 ? ; 20 260,00 ? ; 38,08 ? 
29.02.24; 14 336,00 ? ; 16 539,00 ? ; 20 250,00 ? ; 38,04 ? 
01.03.24; 14 291,00 ? ; 16 545,00 ? ; 20 227,00 ? ; 38,15 ? 
02.03.24; 14 247,00 ? ; 16 544,00 ? ; 20 204,00 ? ; 38,15 ? 
03.03.24; 14 204,00 ? ; 16 539,00 ? ; 20 181,00 ? ; 38,15 ? 
04.03.24; 14 165,00 ? ; 16 524,00 ? ; 20 157,00 ? ; 38,31 ? 
05.03.24; 14 131,00 ? ; 16 501,00 ? ; 20 130,00 ? ; 38,41 ? 
06.03.24; 14 101,00 ? ; 16 467,00 ? ; 20 103,00 ? ; 38,23 ? 
07.03.24; 14 075,00 ? ; 16 423,00 ? ; 20 076,00 ? ; 37,92 ? 
08.03.24; 14 051,00 ? ; 16 369,00 ? ; 20 049,00 ? ; 38,23 ? 
09.03.24; 14 027,00 ? ; 16 310,00 ? ; 20 025,00 ? ; 38,23 ? 
10.03.24; 14 004,00 ? ; 16 249,00 ? ; 20 004,00 ? ; 38,23 ? 
11.03.24; 13 977,00 ? ; 16 185,00 ? ; 19 987,00 ? ; 38,40 ? 
12.03.24; 13 948,00 ? ; 16 124,00 ? ; 19 979,00 ? ; 38,49 ? 
13.03.24; 13 921,00 ? ; 16 064,00 ? ; 19 984,00 ? ; 38,76 ? 
14.03.24; 13 897,00 ? ; 16 012,00 ? ; 20 004,00 ? ; 38,70 ? 
15.03.24; 13 873,00 ? ; 15 970,00 ? ; 20 046,00 ? ; 38,80 ? 
16.03.24; 13 848,00 ? ; 15 936,00 ? ; 20 102,00 ? ; 38,80 ? 
17.03.24; 13 820,00 ? ; 15 908,00 ? ; 20 159,00 ? ; 38,80 ? 
18.03.24; 13 794,00 ? ; 15 882,00 ? ; 20 225,00 ? ; 39,10 ? 
19.03.24; 13 769,00 ? ; 15 860,00 ? ; 20 302,00 ? ; 39,16 ? 
20.03.24; 13 741,00 ? ; 15 843,00 ? ; 20 392,00 ? ; 39,15 ? 
21.03.24; 13 711,00 ? ; 15 835,00 ? ; 20 494,00 ? ; 38,89 ? 
22.03.24; 13 679,00 ? ; 15 836,00 ? ; 20 607,00 ? ; 39 
23.03.24; 13 646,00 ? ; 15 845,00 ? ; 20 729,00 ? ; 39 
24.03.24; 13 612,00 ? ; 15 859,00 ? ; 20 850,00 ? ; 39 
25.03.24; 13 581,00 ? ; 15 874,00 ? ; 20 973,00 ? ; 39,28 ? 
26.03.24; 13 557,00 ? ; 15 892,00 ? ; 21 098,00 ? ; 39,23 ? 
27.03.24; 13 537,00 ? ; 15 910,00 ? ; 21 219,00 ? ; 39,28 ? 
28.03.24; 13 517,00 ? ; 15 928,00 ? ; 21 339,00 ? ; 39,23 ? 
29.03.24; 13 497,00 ? ; 15 944,00 ? ; 21 457,00 ? ; 39,22 ? 
30.03.24; 13 477,00 ? ; 15 956,00 ? ; 21 574,00 ? ; 39,22 ? 
31.03.24; 13 459,00 ? ; 15 965,00 ? ; 21 689,00 ? ; 39,22 ? 
01.04.24; 13 440,00 ? ; 15 972,00 ? ; 21 818,00 ? ; 39,21 ? 
02.04.24; 13 419,00 ? ; 15 978,00 ? ; 21 940,00 ? ; 39,33 ? 
03.04.24; 13 399,00 ? ; 15 985,00 ? ; 22 053,00 ? ; 39,13 ? 
04.04.24; 13 381,00 ? ; 15 992,00 ? ; 22 157,00 ? ; 39 
05.04.24; 13 363,00 ? ; 15 997,00 ? ; 22 247,00 ? ; 38,83 ? 
06.04.24; 13 346,00 ? ; 15 999,00 ? ; 22 333,00 ? ; 38,83 ? 
07.04.24; 13 329,00 ? ; 16 000,00 ? ; 22 418,00 ? ; 38,83 ? 
08.04.24; 13 311,00 ? ; 15 995,00 ? ; 22 511,00 ? ; 38,89 ? 
09.04.24; 13 291,00 ? ; 15 988,00 ? ; 22 615,00 ? ; 38,92 ? 
10.04.24; 13 267,00 ? ; 15 980,00 ? ; 22 717,00 ? ; 38,96 ? 
11.04.24; 13 242,00 ? ; 15 971,00 ? ; 22 815,00 ? ; 39,21 ? 
12.04.24; 13 220,00 ? ; 15 960,00 ? ; 22 904,00 ? ; 39,42 ? 
13.04.24; 13 200,00 ? ; 15 948,00 ? ; 22 984,00 ? ; 39,42 ? 
14.04.24; 13 184,00 ? ; 15 937,00 ? ; 23 055,00 ? ; 39,42 ? 
15.04.24; 13 171,00 ? ; 15 926,00 ? ; 23 121,00 ? ; 39,56 ? 
16.04.24; 13 162,00 ? ; 15 915,00 ? ; 23 179,00 ? ; 39,56 ? 
17.04.24; 13 158,00 ? ; 15 904,00 ? ; 23 238,00 ? ; 39,51 ? 
18.04.24; 13 153,00 ? ; 15 893,00 ? ; 23 299,00 ? ; 39,64 ? 
19.04.24; 13 149,00 ? ; 15 882,00 ? ; 23 359,00 ? ; 39,82 ? 
20.04.24; 13 149,00 ? ; 15 870,00 ? ; 23 424,00 ? ; 39,82 ? 
21.04.24; 13 153,00 ? ; 15 859,00 ? ; 23 491,00 ? ; 39,82 ? 
22.04.24; 13 161,00 ? ; 15 849,00 ? ; 23 552,00 ? ; 39,79 ? 
23.04.24; 13 175,00 ? ; 15 848,00 ? ; 23 607,00 ? ; 39,54 ? 
24.04.24; 13 195,00 ? ; 15 850,00 ? ; 23 645,00 ? ; 39,54 ? 
25.04.24; 13 220,00 ? ; 15 854,00 ? ; 23 685,00 ? ; 39,64 ? 
26.04.24; 13 248,00 ? ; 15 862,00 ? ; 23 735,00 ? ; 39,58 ? 
27.04.24; 13 277,00 ? ; 15 874,00 ? ; 23 792,00 ? ; 39,58 ? 
28.04.24; 13 309,00 ? ; 15 886,00 ? ; 23 856,00 ? ; 39,58 ? 
29.04.24; 13 338,00 ? ; 15 899,00 ? ; 23 927,00 ? ; 39,66 ? 
30.04.24; 13 367,00 ? ; 15 913,00 ? ; 24 002,00 ? ; 39,53 ? 
01.05.24; 13 392,00 ? ; 15 926,00 ? ; 24 077,00 ? ; 39,59 ? 
02.05.24; 13 414,00 ? ; 15 939,00 ? ; 24 154,00 ? ; 39,54 ? 
03.05.24; 13 437,00 ? ; 15 953,00 ? ; 24 234,00 ? ; 39,35 ? 
04.05.24; 13 458,00 ? ; 15 966,00 ? ; 24 316,00 ? ; 39,35 ? 
05.05.24; 13 472,00 ? ; 15 979,00 ? ; 24 399,00 ? ; 39,35 ? 
06.05.24; 13 481,00 ? ; 15 993,00 ? ; 24 473,00 ? ; 39,29 ? 
07.05.24; 13 488,00 ? ; 16 005,00 ? ; 24 548,00 ? ; 39,31 ? 
08.05.24; 13 490,00 ? ; 16 014,00 ? ; 24 618,00 ? ; 39,41 ? 
09.05.24; 13 485,00 ? ; 16 024,00 ? ; 24 692,00 ? ; 39,59 ? 
10.05.24; 13 478,00 ? ; 16 038,00 ? ; 24 759,00 ? ; 39,58 ? 
11.05.24; 13 468,00 ? ; 16 051,00 ? ; 24 826,00 ? ; 39,58 ? 
12.05.24; 13 457,00 ? ; 16 063,00 ? ; 24 892,00 ? ; 39,58 ? 
13.05.24; 13 443,00 ? ; 16 073,00 ? ; 24 957,00 ? ; 39,61 ? 
14.05.24; 13 429,00 ? ; 16 080,00 ? ; 25 016,00 ? ; 39,66 ? 
15.05.24; 13 415,00 ? ; 16 091,00 ? ; 25 074,00 ? ; 39,58 ? 
16.05.24; 13 403,00 ? ; 16 107,00 ? ; 25 134,00 ? ; 39,35 ? 
17.05.24; 13 392,00 ? ; 16 124,00 ? ; 25 186,00 ? ; 39,45 ? 
18.05.24; 13 380,00 ? ; 16 145,00 ? ; 25 228,00 ? ; 39,45 ? 
19.05.24; 13 373,00 ? ; 16 166,00 ? ; 25 271,00 ? ; 39,45 ? 
20.05.24; 13 374,00 ? ; 16 186,00 ? ; 25 308,00 ? ; 39,67 ? 
21.05.24; 13 381,00 ? ; 16 207,00 ? ; 25 346,00 ? ; 39,82 ? 
22.05.24; 13 387,00 ? ; 16 228,00 ? ; 25 389,00 ? ; 39,81 ? 
23.05.24; 13 395,00 ? ; 16 248,00 ? ; 25 442,00 ? ; 39,95 ? 
24.05.24; 13 405,00 ? ; 16 264,00 ? ; 25 500,00 ? ; 39,95 ? 
25.05.24; 13 417,00 ? ; 16 276,00 ? ; 25 568,00 ? ;  
26.05.24; 13 431,00 ? ; 16 288,00 ? ; 25 627,00 ? ;  
27.05.24; 13 447,00 ? ; 16 305,00 ? ; 25 680,00 ? ;  
28.05.24; 13 465,00 ? ; 16 331,00 ? ; 25 724,00 ? ;  
29.05.24; 13 485,00 ? ; 16 363,00 ? ; 25 768,00 ? ;  
30.05.24; 13 506,00 ? ; 16 396,00 ? ; 25 795,00 ? ;  
31.05.24; 13 529,00 ? ; 16 430,00 ? ; 25 803,00 ? ;  
01.06.24; 13 554,00 ? ; 16 468,00 ? ; 25 814,00 ? ;  
02.06.24; 13 581,00 ? ; 16 509,00 ? ; 25 823,00 ? ;  
03.06.24; 13 608,00 ? ; 16 559,00 ? ; 25 820,00 ? ;  
04.06.24; 13 633,00 ? ; 16 613,00 ? ; 25 818,00 ? ;  
05.06.24; 13 658,00 ? ; 16 671,00 ? ; 25 815,00 ? ;  
06.06.24; 13 684,00 ? ; 16 734,00 ? ; 25 793,00 ? ;  
07.06.24; 13 711,00 ? ; 16 800,00 ? ; 25 753,00 ? ;  
08.06.24; 13 740,00 ? ; 16 868,00 ? ; 25 695,00 ? ;  
09.06.24; 13 768,00 ? ; 16 932,00 ? ; 25 620,00 ? ;  
10.06.24; 13 793,00 ? ; 16 993,00 ? ; 25 533,00 ? ;  
11.06.24; 13 816,00 ? ; 17 046,00 ? ; 25 433,00 ? ;  
12.06.24; 13 838,00 ? ; 17 087,00 ? ; 25 338,00 ? ;  
13.06.24; 13 860,00 ? ; 17 122,00 ? ; 25 243,00 ? ;  
14.06.24; 13 881,00 ? ; 17 148,00 ? ; 25 163,00 ? ;  
15.06.24; 13 900,00 ? ; 17 163,00 ? ; 25 099,00 ? ;  
16.06.24; 13 916,00 ? ; 17 163,00 ? ; 25 035,00 ? ;  
17.06.24; 13 935,00 ? ; 17 147,00 ? ; 24 979,00 ? ;  
18.06.24; 13 952,00 ? ; 17 116,00 ? ; 24 935,00 ? ;  
19.06.24; 13 966,00 ? ; 17 079,00 ? ; 24 893,00 ? ;  
20.06.24; 13 981,00 ? ; 17 038,00 ? ; 24 851,00 ? ;  
21.06.24; 14 000,00 ? ; 16 992,00 ? ; 24 826,00 ? ;  
22.06.24; 14 023,00 ? ; 16 944,00 ? ; 24 810,00 ? ;  
23.06.24; 14 048,00 ? ; 16 899,00 ? ; 24 802,00 ? ;  
24.06.24; 14 072,00 ? ; 16 856,00 ? ; 24 803,00 ? ;  
25.06.24; 14 096,00 ? ; 16 821,00 ? ; 24 818,00 ? ;  
26.06.24; 14 120,00 ? ; 16 793,00 ? ; 24 853,00 ? ;  
27.06.24; 14 144,00 ? ; 16 777,00 ? ; 24 896,00 ? ;  
28.06.24; 14 165,00 ? ; 16 765,00 ? ; 24 947,00 ? ;  
29.06.24; 14 177,00 ? ; 16 761,00 ? ; 24 996,00 ? ;  
30.06.24; 14 189,00 ? ; 16 774,00 ? ; 25 049,00 ? ;  
01.07.24; 14 200,00 ? ; 16 803,00 ? ; 25 109,00 ? ;  
02.07.24; 14 203,00 ? ; 16 858,00 ? ; 25 176,00 ? ;  
03.07.24; 14 205,00 ? ; 16 935,00 ? ; 25 246,00 ? ;  
04.07.24; 14 208,00 ? ; 17 027,00 ? ; 25 322,00 ? ;  
05.07.24; 14 206,00 ? ; 17 128,00 ? ; 25 406,00 ? ;  
06.07.24; 14 194,00 ? ; 17 239,00 ? ; 25 495,00 ? ;  
07.07.24; 14 172,00 ? ; 17 356,00 ? ; 25 592,00 ? ;  
08.07.24; 14 143,00 ? ; 17 482,00 ? ; 25 703,00 ? ;  
09.07.24; 14 114,00 ? ; 17 619,00 ? ; 25 828,00 ? ;  
10.07.24; 14 086,00 ? ; 17 764,00 ? ; 25 963,00 ? ;  
11.07.24; 14 057,00 ? ; 17 910,00 ? ; 26 091,00 ? ;  
12.07.24; 14 028,00 ? ; 18 059,00 ? ; 26 219,00 ? ;  
13.07.24; 14 004,00 ? ; 18 213,00 ? ; 26 331,00 ? ;  
14.07.24; 13 990,00 ? ; 18 371,00 ? ; 26 441,00 ? ;  
15.07.24; 13 979,00 ? ; 18 527,00 ? ; 26 534,00 ? ;  
16.07.24; 13 969,00 ? ; 18 684,00 ? ; 26 613,00 ? ;  
17.07.24; 13 962,00 ? ; 18 829,00 ? ; 26 670,00 ? ;  
18.07.24; 13 957,00 ? ; 18 963,00 ? ; 26 707,00 ? ;  
19.07.24; 13 956,00 ? ; 19 091,00 ? ; 26 729,00 ? ; 41,48 ? 
20.07.24; 13 960,00 ? ; 19 221,00 ? ; 26 750,00 ? ; 41,48 ? 
21.07.24; 13 974,00 ? ; 19 350,00 ? ; 26 766,00 ? ; 41,48 ? 
22.07.24; 13 997,00 ? ; 19 485,00 ? ; 26 777,00 ? ; 41,36 ? 
23.07.24; 14 027,00 ? ; 19 623,00 ? ; 26 783,00 ? ; 41,24 ? 
24.07.24; 14 062,00 ? ; 19 754,00 ? ; 26 776,00 ? ; 41,25 ? 
25.07.24; 14 090,00 ? ; 19 884,00 ? ; 26 760,00 ? ; 41,22 ? 
26.07.24; 14 112,00 ? ; 20 016,00 ? ; 26 742,00 ? ; 41,04 ? 
27.07.24; 14 127,00 ? ; 20 140,00 ? ; 26 704,00 ? ; 41,04 ? 
28.07.24; 14 135,00 ? ; 20 255,00 ? ; 26 684,00 ? ; 41,04 ? 
29.07.24; 14 136,00 ? ; 20 355,00 ? ; 26 669,00 ? ; 41,04 ? 
30.07.24; 14 136,00 ? ; 20 442,00 ? ; 26 677,00 ? ; 41,03 ? 
31.07.24; 14 139,00 ? ; 20 517,00 ? ; 26 704,00 ? ; 41 
01.08.24; 14 147,00 ? ; 20 588,00 ? ; 26 757,00 ? ; 41,13 ? 
02.08.24; 14 157,00 ? ; 20 649,00 ? ; 26 833,00 ? ; 41,24 ? 
03.08.24; 14 164,00 ? ; 20 704,00 ? ; 26 932,00 ? ; 41,24 ? 
04.08.24; 14 168,00 ? ; 20 740,00 ? ; 27 017,00 ? ; 41,24 ? 
05.08.24; 14 167,00 ? ; 20 769,00 ? ; 27 095,00 ? ; 41,16 ? 
06.08.24; 14 161,00 ? ; 20 775,00 ? ; 27 156,00 ? ; 41,02 ? 
07.08.24; 14 151,00 ? ; 20 760,00 ? ; 27 186,00 ? ; 40,97 ? 
08.08.24; 14 137,00 ? ; 20 742,00 ? ; 27 206,00 ? ; 41,06 ? 
09.08.24; 14 140,00 ? ; 20 717,00 ? ; 27 217,00 ? ; 41,15 ? 
10.08.24; 14 161,00 ? ; 20 690,00 ? ; 27 226,00 ? ; 41,15 ? 
11.08.24; 14 200,00 ? ; 20 682,00 ? ; 27 253,00 ? ; 41,15 ? 
12.08.24; 14 252,00 ? ; 20 693,00 ? ; 27 261,00 ? ; 41,31 ? 
13.08.24; 14 313,00 ? ; 20 739,00 ? ; 27 271,00 ? ; 41,34 ? 
14.08.24; 14 381,00 ? ; 20 819,00 ? ; 27 270,00 ? ; 41,25 ? 
15.08.24; 14 444,00 ? ; 20 922,00 ? ; 27 251,00 ? ; 41,12 ? 
16.08.24; 14 505,00 ? ; 21 044,00 ? ; 27 211,00 ? ; 41,23 ? 
17.08.24; 14 565,00 ? ; 21 189,00 ? ; 27 147,00 ? ; 41,23 ? 
18.08.24; 14 624,00 ? ; 21 351,00 ? ; 27 058,00 ? ; 41,23 ? 
19.08.24; 14 683,00 ? ; 21 540,00 ? ; 26 970,00 ? ; 41,38 ? 
20.08.24; 14 742,00 ? ; 21 742,00 ? ; 26 890,00 ? ; 41,27 ? 
21.08.24; 14 801,00 ? ; 21 975,00 ? ; 26 835,00 ? ; 41,38 ? 
22.08.24; 14 862,00 ? ; 22 235,00 ? ; 26 811,00 ? ; 41,35 ? 
23.08.24; 14 928,00 ? ; 22 505,00 ? ; 26 808,00 ? ; 41,28 ? 
24.08.24; 14 987,00 ? ; 22 780,00 ? ; 26 816,00 ? ; 41,28 ? 
25.08.24; 15 039,00 ? ; 23 050,00 ? ; 26 838,00 ? ; 41,28 ? 
26.08.24; 15 085,00 ? ; 23 307,00 ? ; 26 868,00 ? ; 41,33 ? 
27.08.24; 15 123,00 ? ; 23 546,00 ? ; 26 915,00 ? ; 41,35 ? 
28.08.24; 15 158,00 ? ; 23 754,00 ? ; 26 952,00 ? ; 41,22 ? 
29.08.24; 15 190,00 ? ; 23 935,00 ? ; 26 998,00 ? ; 41,33 ? 
30.08.24; 15 227,00 ? ; 24 094,00 ? ; 27 066,00 ? ; 41,06 ? 
31.08.24; 15 261,00 ? ; 24 239,00 ? ; 27 165,00 ? ; 41,06 ? 
01.09.24; 15 293,00 ? ; 24 367,00 ? ; 27 317,00 ? ; 41,06 ? 
02.09.24; 15 328,00 ? ; 24 480,00 ? ; 27 527,00 ? ; 41,17 ? 
03.09.24; 15 364,00 ? ; 24 570,00 ? ; 27 785,00 ? ; 41,34 ? 
04.09.24; 15 403,00 ? ; 24 643,00 ? ; 28 075,00 ? ; 41,24 ? 
05.09.24; 15 444,00 ? ; 24 694,00 ? ; 28 388,00 ? ; 41,02 ? 
06.09.24; 15 484,00 ? ; 24 724,00 ? ; 28 740,00 ? ; 40,99 ? 
07.09.24; 15 518,00 ? ; 24 736,00 ? ; 29 123,00 ? ; 40,90 ? 
08.09.24; 15 544,00 ? ; 24 735,00 ? ; 29 532,00 ? ; 40,90 ? 
09.09.24; 15 566,00 ? ; 24 719,00 ? ; 29 955,00 ? ; 41,14 ? 
10.09.24; 15 584,00 ? ; 24 693,00 ? ; 30 403,00 ? ; 41,20 ? 
11.09.24; 15 606,00 ? ; 24 661,00 ? ; 30 887,00 ? ; 41,27 ? 
12.09.24; 15 633,00 ? ; 24 626,00 ? ; 31 403,00 ? ; 41,33 ? 
13.09.24; 15 659,00 ? ; 24 588,00 ? ; 31 932,00 ? ; 41,37 ? 
14.09.24; 15 680,00 ? ; 24 549,00 ? ; 32 453,00 ? ; 41,33 ? 
15.09.24; 15 704,00 ? ; 24 502,00 ? ; 32 947,00 ? ; 41,33 ? 
16.09.24; 15 730,00 ? ; 24 449,00 ? ; 33 385,00 ? ; 41,51 ? 
17.09.24; 15 756,00 ? ; 24 396,00 ? ; 33 757,00 ? ; 41,48 ? 
18.09.24; 15 782,00 ? ; 24 346,00 ? ; 34 053,00 ? ; 41,47 ? 
19.09.24; 15 808,00 ? ; 24 294,00 ? ; 34 286,00 ? ; 41,50 ? 
20.09.24; 15 837,00 ? ; 24 242,00 ? ; 34 454,00 ? ; 41,35 ? 
21.09.24; 15 867,00 ? ; 24 190,00 ? ; 34 540,00 ? ; 41,35 ? 
22.09.24; 15 904,00 ? ; 24 145,00 ? ; 34 546,00 ? ; 41,35 ? 
23.09.24; 15 945,00 ? ; 24 107,00 ? ; 34 494,00 ? ; 41,38 ? 
24.09.24; 15 989,00 ? ; 24 095,00 ? ; 34 391,00 ? ; 41,33 ? 
25.09.24; 16 034,00 ? ; 24 091,00 ? ; 34 215,00 ? ; 41,24 ? 
26.09.24; 16 073,00 ? ; 24 099,00 ? ; 33 955,00 ? ; 41,17 ? 
27.09.24; 16 104,00 ? ; 24 113,00 ? ; 33 632,00 ? ; 41,16 ? 
28.09.24; 16 136,00 ? ; 24 131,00 ? ; 33 260,00 ? ; 41,16 ? 
29.09.24; 16 173,00 ? ; 24 148,00 ? ; 32 860,00 ? ; 41,16 ? 
30.09.24; 16 211,00 ? ; 24 177,00 ? ; 32 449,00 ? ; 41,21 ? 
01.10.24; 16 252,00 ? ; 24 209,00 ? ; 32 038,00 ? ; 41,28 ? 
02.10.24; 16 295,00 ? ; 24 236,00 ? ; 31 645,00 ? ; 41,25 ? 
03.10.24; 16 340,00 ? ; 24 263,00 ? ; 31 283,00 ? ; 41,20 ? 
04.10.24; 16 387,00 ? ; 24 292,00 ? ; 30 948,00 ? ; 41,16 ? 
05.10.24; 16 436,00 ? ; 24 323,00 ? ; 30 652,00 ? ; 41,16 ? 
06.10.24; 16 490,00 ? ; 24 357,00 ? ; 30 394,00 ? ; 41,16 ? 
07.10.24;;;; 41,18 ? 
08.10.24; 16 546,00 ? ; 24 381,00 ? ; 30 178,00 ? ; 41,19 ? 
09.10.24; 16 608,00 ? ; 24 400,00 ? ; 30 000,00 ? ; 41,19 ? 
10.10.24; 16 682,00 ? ; 24 402,00 ? ; 29 861,00 ? ; 41,24 ? 
11.10.24; 16 760,00 ? ; 24 397,00 ? ; 29 785,00 ? ; 41,20 ? 
12.10.24; 16 846,00 ? ; 24 381,00 ? ; 29 792,00 ? ; 41,20 ? 
13.10.24; 16 944,00 ? ; 24 360,00 ? ; 29 878,00 ? ; 41,20 ? 
14.10.24; 17 052,00 ? ; 24 337,00 ? ; 30 034,00 ? ; 41,21 ? 
15.10.24; 17 168,00 ? ; 24 310,00 ? ; 30 257,00 ? ; 41,21 ? 
