xValue,valueField0,valueField1,valueField2,valueField3
"2015-11-23",5000,7391,12000,24.06
"2015-11-24",5000,7396,12000,24.06
"2015-11-25",5000,7402,12000,""
"2015-11-26",5000,7407,12000,23.6
"2015-11-27",5000,7412,12000,23.88
"2015-11-28",5000,7418,12000,23.88
"2015-11-29",5000,7424,12000,23.88
"2015-11-30",5000,7429,12000,23.95
"2015-12-01",5000,7439,12000,23.84
"2015-12-02",5000,7448,12000,23.65
"2015-12-03",5000,7456,12000,23.09
"2015-12-04",5000,7463,12000,23.65
"2015-12-05",5000,7472,12004,23.65
"2015-12-06",5001,7483,12013,23.65
"2015-12-07",5004,7495,12027,23.45
"2015-12-08",5009,7509,12044,22.91
"2015-12-09",5017,7525,12067,22.89
"2015-12-10",5027,7541,12092,23.37
"2015-12-11",5039,7560,12119,23.86
"2015-12-12",5053,7579,12149,23.86
"2015-12-13",5069,7600,12180,23.86
"2015-12-14",5086,7622,12213,23.81
"2015-12-15",5105,7647,12249,23.45
"2015-12-16",5125,7673,12287,23.52
"2015-12-17",5145,7701,12329,23.49
"2015-12-18",5166,7730,12375,23.55
"2015-12-19",5188,7761,12425,23.55
"2015-12-20",5209,7790,12469,23.55
"2015-12-21",5230,7816,12509,23.52
"2015-12-22",5245,7839,12543,23.15
"2015-12-23",5257,7859,12571,23
"2015-12-24",5263,7876,12592,22.96
"2015-12-25",5266,7890,12609,23.14
"2015-12-26",5264,7899,12622,23.14
"2015-12-27",5257,7906,12633,23.14
"2015-12-28",5247,7908,12644,23.81
"2015-12-29",5235,7907,12654,23.79
"2015-12-30",5219,7902,12664,24
"2015-12-31",5202,7895,12670,24
"2016-01-01",5183,7887,12675,24
"2016-01-02",5165,7876,12677,24
"2016-01-03",5146,7864,12676,24
"2016-01-04",5129,7853,12677,24
"2016-01-05",5113,7842,12677,23.78
"2016-01-06",5100,7832,12680,23.5
"2016-01-07",5089,7823,12687,23.5
"2016-01-08",5081,7817,12697,23.5
"2016-01-09",5075,7813,12713,23.5
"2016-01-10",5072,7811,12734,23.5
"2016-01-11",5070,7813,12757,23.5
"2016-01-12",5071,7817,12779,23.27
"2016-01-13",5073,7824,12802,23.64
"2016-01-14",5076,7833,12824,23.95
"2016-01-15",5080,7845,12845,24.19
"2016-01-16",5083,7856,12865,24.38
"2016-01-17",5086,7869,12883,24.38
"2016-01-18",5086,7882,12902,24.64
"2016-01-19",5084,7895,12919,24.84
"2016-01-20",5080,7908,12939,24.66
"2016-01-21",5076,7920,12962,24.52
"2016-01-22",5070,7932,12988,24.79
"2016-01-23",5064,7943,13017,24.79
"2016-01-24",5057,7953,13050,24.79
"2016-01-25",5051,7962,13086,24.83
"2016-01-26",5045,7969,13123,24.85
"2016-01-27",5038,7976,13166,24.87
"2016-01-28",5032,7981,13213,25.15
"2016-01-29",5025,7984,13265,25.56
"2016-01-30",5019,7987,13322,25.56
"2016-01-31",5013,7989,13387,25.56
"2016-02-01",5009,7990,13457,25.45
"2016-02-02",5005,7991,13534,25.87
"2016-02-03",5003,7993,13617,25.7
"2016-02-04",5001,7993,13699,25.89
"2016-02-05",5000,7994,13777,25.91
"2016-02-06",5000,7995,13852,25.91
"2016-02-07",5000,7996,13922,25.91
"2016-02-08",5000,7997,13983,25.88
"2016-02-09",5000,7998,14036,25.94
"2016-02-10",5000,7999,14086,25.94
"2016-02-11",5000,8001,14128,26.08
"2016-02-12",5000,8004,14168,26.15
"2016-02-13",5000,8008,14202,26.15
"2016-02-14",5000,8012,14230,26.15
"2016-02-15",5000,8017,14252,26.82
"2016-02-16",5000,8022,14266,27.02
"2016-02-17",5000,8026,14271,26.72
"2016-02-18",5000,8031,14268,26.46
"2016-02-19",5000,8035,14260,26.86
"2016-02-20",5000,8040,14251,26.86
"2016-02-21",5000,8044,14237,26.86
"2016-02-22",5001,8049,14224,27.01
"2016-02-23",5001,8053,14211,27.23
"2016-02-24",5003,8058,14201,27.22
"2016-02-25",5004,8063,14186,27.25
"2016-02-26",5006,8065,14172,27.05
"2016-02-27",5008,8065,14153,27.05
"2016-02-28",5010,8065,14131,27.05
"2016-02-29",5012,8063,14107,27.09
"2016-03-01",5013,8060,14080,27.09
"2016-03-02",5015,8058,14051,26.81
"2016-03-03",5017,8055,14024,26.21
"2016-03-04",5019,8052,13997,26.5
"2016-03-05",5021,8049,13974,26.5
"2016-03-06",5023,8046,13953,26.5
"2016-03-07",5026,8043,13936,26.5
"2016-03-08",5028,8041,13918,26.5
"2016-03-09",5029,8038,13899,26.18
"2016-03-10",5030,8032,13878,25.52
"2016-03-11",5030,8027,13857,25.85
"2016-03-12",5030,8023,13836,26.02
"2016-03-13",5031,8020,13819,26.02
"2016-03-14",5033,8018,13805,26.52
"2016-03-15",5036,8016,13794,26.89
"2016-03-16",5039,8015,13789,26.84
"2016-03-17",5044,8014,13786,26.7
"2016-03-18",5049,8012,13784,26.24
"2016-03-19",5055,8011,13783,26.24
"2016-03-20",5060,8010,13779,26.24
"2016-03-21",5064,8009,13771,26.6
"2016-03-22",5068,8008,13760,26.1
"2016-03-23",5071,8007,13747,26.02
"2016-03-24",5075,8005,13736,26.25
"2016-03-25",5079,8005,13726,26.07
"2016-03-26",5084,8005,13715,26.07
"2016-03-27",5087,8006,13701,26.07
"2016-03-28",5089,8006,13681,26.28
"2016-03-29",5089,8006,13656,26.44
"2016-03-30",5087,8006,13627,26.22
"2016-03-31",5083,8005,13591,26.22
"2016-04-01",5077,8005,13552,26.11
"2016-04-02",5071,8004,13512,26.11
"2016-04-03",5064,8004,13470,26.11
"2016-04-04",5056,8003,13429,25.99
"2016-04-05",5051,8004,13392,26.08
"2016-04-06",5047,8006,13360,25.96
"2016-04-07",5044,8009,13329,25.8
"2016-04-08",5043,8012,13296,25.63
"2016-04-09",5043,8017,13264,25.63
"2016-04-10",5044,8024,13234,25.63
"2016-04-11",5047,8033,13209,25.57
"2016-04-12",5052,8043,13190,25.55
"2016-04-13",5059,8056,13178,25.48
"2016-04-14",5069,8070,13171,25.65
"2016-04-15","","","",25.48
"2016-04-16",5081,8085,13170,25.48
"2016-04-17",5095,8102,13172,25.48
"2016-04-18",5111,8119,13176,25.48
"2016-04-19",5130,8137,13180,""
"2016-04-20",5150,8157,13185,""
"2016-04-21",5171,8174,13186,25.37
"2016-04-22",5191,8189,13184,25.34
"2016-04-23",5210,8203,13180,25.34
"2016-04-24",5229,8215,13179,25.34
"2016-04-25",5246,8225,13178,25.34
"2016-04-26",5263,8231,13177,25.3
"2016-04-27",5278,8232,13174,25.22
"2016-04-28",5292,8229,13167,25.19
"2016-04-29",5305,8223,13158,25.2
"2016-04-30",5318,8214,13149,25.2
"2016-05-01",5329,8202,13136,25.2
"2016-05-02",5341,8189,13122,25.2
"2016-05-03",5351,8173,13109,25.2
"2016-05-04",5360,8154,13096,25.2
"2016-05-05",5366,8132,13087,25.12
"2016-05-06",5371,8111,13079,25.16
"2016-05-07",5376,8092,13074,25.16
"2016-05-08",5379,8072,13071,25.16
"2016-05-09",5381,8052,13068,25.16
"2016-05-10",5383,8034,13065,25.2
"2016-05-11",5384,8017,13062,25.33
"2016-05-12",5384,8004,13061,25.31
"2016-05-13",5383,7992,13060,25.45
"2016-05-14",5379,7982,13060,25.45
"2016-05-15",5372,7972,13058,25.45
"2016-05-16",5364,7963,13057,25.39
"2016-05-17",5353,7953,13056,25.27
"2016-05-18",5338,7943,13055,25.26
"2016-05-19",5322,7934,13055,25.26
"2016-05-20",5304,7926,13050,25.2
"2016-05-21",5283,7916,13046,25.2
"2016-05-22",5261,7904,13042,25.2
"2016-05-23",5239,7893,13038,25.12
"2016-05-24",5215,7880,13034,25.13
"2016-05-25",5192,7866,13031,25.11
"2016-05-26",5168,7852,13027,25.1
"2016-05-27",5144,7836,13023,25.14
"2016-05-28",5123,7820,13019,25.14
"2016-05-29",5104,7805,13017,25.14
"2016-05-30",5088,7791,13016,25.17
"2016-05-31",5074,7779,13014,25.14
"2016-06-01",5063,7770,13013,25.1
"2016-06-02",5054,7763,13012,25.05
"2016-06-03",5049,7759,13011,25
"2016-06-04",5046,7757,13012,25
"2016-06-05",5047,7757,13013,25
"2016-06-06",5050,7759,13012,24.99
"2016-06-07",5053,7764,13011,24.96
"2016-06-08",5058,7770,13010,24.94
"2016-06-09",5064,7777,13007,25
"2016-06-10",5071,7785,13004,25.02
"2016-06-11",5078,7794,13001,25.02
"2016-06-12",5084,7804,12998,25.02
"2016-06-13",5091,7814,12995,24.97
"2016-06-14",5096,7823,12992,24.91
"2016-06-15",5100,7830,12989,24.89
"2016-06-16",5103,7835,12986,24.9
"2016-06-17",5107,7838,12982,24.91
"2016-06-18",5109,7840,12975,24.91
"2016-06-19",5108,7840,12967,24.91
"2016-06-20",5107,7839,12958,24.91
"2016-06-21",5104,7838,12951,24.89
"2016-06-22",5103,7836,12943,24.9
"2016-06-23",5102,7835,12935,24.88
"2016-06-24",5101,7835,12931,24.87
"2016-06-25",5100,7836,12924,24.87
"2016-06-26",5099,7839,12917,24.87
"2016-06-27",5097,7843,12907,24.87
"2016-06-28",5093,7846,12895,24.87
"2016-06-29",5090,7850,12880,24.85
"2016-06-30",5086,7856,12864,24.85
"2016-07-01",5082,7863,12845,""
"2016-07-02",5077,7872,12826,24.82
"2016-07-03",5073,7881,12809,24.82
"2016-07-04","","","",24.82
"2016-07-05",5069,7893,12793,24.85
"2016-07-06",5067,7906,12776,24.84
"2016-07-07",5063,7918,12756,24.81
"2016-07-08",5058,7930,12734,24.84
"2016-07-09",5051,7941,12709,24.84
"2016-07-10",5044,7951,12681,24.84
"2016-07-11",5038,7959,12655,24.85
"2016-07-12",5032,7966,12628,24.84
"2016-07-13",5027,7973,12603,24.82
"2016-07-14",5023,7979,12581,24.8
"2016-07-15",5019,7984,12561,24.81
"2016-07-16",5017,7989,12544,24.81
"2016-07-17",5015,7993,12530,24.81
"2016-07-18",5015,7996,12516,24.86
"2016-07-19",5015,7998,12502,24.81
"2016-07-20",5016,7999,12488,24.81
"2016-07-21",5018,7999,12477,24.82
"2016-07-22",5020,7999,12468,24.81
"2016-07-23",5025,7999,12462,24.81
"2016-07-24",5030,7999,12458,24.81
"2016-07-25",5037,7999,12454,24.79
"2016-07-26",5045,7999,12452,24.79
"2016-07-27",5054,7999,12450,24.82
"2016-07-28",5063,7999,12448,24.8
"2016-07-29",5074,8000,12446,24.81
"2016-07-30",5085,8000,12440,24.81
"2016-07-31",5097,8000,12434,24.81
"2016-08-01",5108,8000,12427,24.78
"2016-08-02",5119,8000,12421,24.82
"2016-08-03",5132,8000,12414,24.82
"2016-08-04",5146,8000,12408,24.81
"2016-08-05",5160,8000,12402,24.81
"2016-08-06",5176,8000,12397,24.81
"2016-08-07",5193,8000,12393,24.81
"2016-08-08",5210,8000,12390,24.82
"2016-08-09",5228,8000,12391,24.82
"2016-08-10",5245,8000,12393,24.82
"2016-08-11",5262,8000,12397,24.85
"2016-08-12",5280,8000,12403,25.04
"2016-08-13",5297,8000,12413,25.04
"2016-08-14",5314,8000,12427,25.04
"2016-08-15",5333,8000,12444,25.12
"2016-08-16",5353,8000,12462,25.06
"2016-08-17",5374,8000,12482,25.09
"2016-08-18",5394,8000,12506,25.17
"2016-08-19",5413,8000,12532,25.26
"2016-08-20",5431,8002,12559,25.26
"2016-08-21",5447,8004,12587,25.26
"2016-08-22",5463,8006,12616,25.29
"2016-08-23",5478,8010,12645,25.31
"2016-08-24",5491,8016,12673,25.31
"2016-08-25",5503,8023,12701,25.33
"2016-08-26",5514,8032,12728,25.44
"2016-08-27",5526,8044,12757,25.44
"2016-08-28",5537,8058,12787,25.44
"2016-08-29",5547,8074,12816,25.49
"2016-08-30",5557,8095,12847,25.65
"2016-08-31",5565,8119,12881,26.08
"2016-09-01",5570,8148,12918,26.62
"2016-09-02",5573,8179,12954,26.63
"2016-09-03",5576,8213,12988,26.63
"2016-09-04",5577,8248,13020,26.63
"2016-09-05",5577,8284,13051,26.79
"2016-09-06",5576,8322,13080,26.85
"2016-09-07",5575,8357,13108,26.72
"2016-09-08",5574,8390,13134,26.64
"2016-09-09",5573,8422,13159,26.67
"2016-09-10",5572,8451,13183,26.67
"2016-09-11",5569,8477,13203,26.67
"2016-09-12",5563,8499,13218,26.63
"2016-09-13",5558,8516,13229,26.43
"2016-09-14",5551,8526,13234,26.33
"2016-09-15",5544,8527,13231,26.21
"2016-09-16",5538,8522,13218,25.9
"2016-09-17",5532,8511,13201,25.9
"2016-09-18",5528,8495,13184,25.9
"2016-09-19",5523,8475,13167,25.77
"2016-09-20",5520,8453,13150,25.81
"2016-09-21",5517,8428,13132,25.97
"2016-09-22",5513,8404,13114,25.92
"2016-09-23",5510,8381,13096,25.99
"2016-09-24",5507,8360,13078,25.99
"2016-09-25",5504,8339,13060,25.99
"2016-09-26",5503,8320,13043,25.9
"2016-09-27",5502,8303,13028,25.83
"2016-09-28",5501,8290,13015,25.9
"2016-09-29",5501,8282,13004,25.91
"2016-09-30",5502,8280,12997,25.94
"2016-10-01",5502,8283,12994,25.94
"2016-10-02",5503,8286,12993,25.94
"2016-10-03",5504,8290,12992,25.92
"2016-10-04",5506,8296,12991,25.86
"2016-10-05",5509,8301,12990,25.9
"2016-10-06",5512,8306,12989,25.89
"2016-10-07",5516,8308,12987,25.84
"2016-10-08",5521,8308,12984,25.84
"2016-10-09",5525,8303,12981,25.84
"2016-10-10",5529,8296,12976,25.83
"2016-10-11",5532,8287,12971,25.85
"2016-10-12",5536,8278,12965,25.81
"2016-10-13",5540,8268,12959,25.79
"2016-10-14",5546,8256,12951,25.79
"2016-10-15",5551,8244,12943,25.79
"2016-10-16",5556,8231,12932,25.79
"2016-10-17",5561,8222,12919,25.78
"2016-10-18",5564,8216,12905,25.66
"2016-10-19",5567,8212,12888,25.69
"2016-10-20",5567,8211,12870,25.7
"2016-10-21",5566,8214,12852,25.66
"2016-10-22",5564,8222,12834,25.66
"2016-10-23",5562,8234,12817,25.66
"2016-10-24",5560,8251,12800,25.64
"2016-10-25",5558,8272,12785,25.6
"2016-10-26",5557,8295,12770,25.58
"2016-10-27",5557,8319,12756,25.53
"2016-10-28",5557,8342,12743,25.5
"2016-10-29",5556,8365,12733,25.5
"2016-10-30",5556,8387,12725,25.5
"2016-10-31",5558,8408,12722,25.52
"2016-11-01",5562,8429,12725,25.58
"2016-11-02",5567,8448,12733,25.56
"2016-11-03",5576,8467,12746,25.59
"2016-11-04",5587,8485,12765,25.58
"2016-11-05",5600,8501,12787,25.58
"2016-11-06",5615,8516,12813,25.58
"2016-11-07",5631,8530,12841,25.57
"2016-11-08",5649,8541,12873,25.56
"2016-11-09",5667,8551,12906,25.56
"2016-11-10",5685,8559,12942,25.58
"2016-11-11",5702,8568,12978,25.63
"2016-11-12",5718,8576,13015,25.63
"2016-11-13",5733,8584,13050,25.63
"2016-11-14",5746,8593,13083,25.75
"2016-11-15",5758,8601,13114,26.01
"2016-11-16",5768,8605,13138,26.35
"2016-11-17",5774,8608,13159,26.05
"2016-11-18",5777,8609,13175,25.9
"2016-11-19",5777,8609,13185,25.9
"2016-11-20",5774,8607,13191,25.9
"2016-11-21",5769,8602,13194,25.78
"2016-11-22",5762,8598,13193,25.66
"2016-11-23",5753,8595,13189,25.59
"2016-11-24",5743,8590,13184,25.59
"2016-11-25",5731,8585,13174,25.72
"2016-11-26",5718,8580,13163,25.72
"2016-11-27",5707,8575,13152,25.72
"2016-11-28",5695,8570,13142,25.66
"2016-11-29",5684,8566,13135,25.6
"2016-11-30",5672,8562,13130,25.56
"2016-12-01",5661,8560,13128,25.64
"2016-12-02",5651,8558,13127,25.9
"2016-12-03",5644,8558,13130,25.9
"2016-12-04",5638,8557,13137,25.9
"2016-12-05",5634,8556,13147,26.13
"2016-12-06",5632,8556,13161,26.1
"2016-12-07",5630,8553,13175,26.02
"2016-12-08",5629,8547,13189,25.77
"2016-12-09",5628,8542,13205,25.88
"2016-12-10",5629,8536,13226,25.88
"2016-12-11",5628,8525,13246,25.88
"2016-12-12",5624,8510,13267,26.17
"2016-12-13",5618,8489,13281,26.11
"2016-12-14",5609,8463,13289,26.31
"2016-12-15",5599,8433,13291,26.3
"2016-12-16",5584,8398,13288,26.33
"2016-12-17",5567,8359,13282,26.33
"2016-12-18",5546,8316,13268,26.33
"2016-12-19",5521,8268,13247,26.4
"2016-12-20",5492,8218,13217,26.47
"2016-12-21",5460,8163,13178,26.43
"2016-12-22",5424,8107,13132,26.29
"2016-12-23",5386,8049,13080,26.27
"2016-12-24",5346,7987,13017,26.27
"2016-12-25",5304,7922,12946,26.27
"2016-12-26",5263,7861,12870,26.37
"2016-12-27",5226,7803,12791,26.37
"2016-12-28",5191,7749,12712,26.89
"2016-12-29",5158,7698,12634,27.19
"2016-12-30",5129,7651,12556,27.19
"2016-12-31",5103,7607,12480,27.19
"2017-01-01",5081,7567,12405,27.19
"2017-01-02",5062,7530,12332,27.19
"2017-01-03",5046,7497,12262,27.19
"2017-01-04",5035,7467,12198,26.69
"2017-01-05",5027,7440,12140,26.69
"2017-01-06",5021,7414,12090,27.02
"2017-01-07",5018,7390,12045,27.02
"2017-01-08",5017,7368,12009,27.02
"2017-01-09",5019,7348,11978,27.02
"2017-01-10",5020,7328,11948,27.19
"2017-01-11",5022,7309,11921,27.11
"2017-01-12",5023,7289,11897,27.25
"2017-01-13",5025,7270,11880,27.67
"2017-01-14",5026,7250,11868,27.67
"2017-01-15",5027,7229,11857,27.67
"2017-01-16",5027,7208,11845,27.72
"2017-01-17",5027,7187,11834,27.63
"2017-01-18",5025,7165,11829,27.49
"2017-01-19",5028,7149,11829,27.44
"2017-01-20",5034,7140,11829,27.43
"2017-01-21",5046,7140,11834,27.43
"2017-01-22",5061,7148,11844,27.43
"2017-01-23",5081,7165,11858,27.33
"2017-01-24",5106,7189,11882,27.23
"2017-01-25",5135,7222,11914,27.21
"2017-01-26",5169,7261,11955,27.21
"2017-01-27",5207,7307,12000,27.19
"2017-01-28",5250,7359,12047,27.19
"2017-01-29",5297,7418,12098,27.19
"2017-01-30",5349,7484,12155,27.12
"2017-01-31",5406,7555,12220,27.08
"2017-02-01",5467,7633,12294,27
"2017-02-02",5533,7718,12369,26.99
"2017-02-03",5596,7797,12440,27.08
"2017-02-04",5653,7872,12514,27.08
"2017-02-05",5707,7938,12585,27.08
"2017-02-06",5756,7997,12650,27.26
"2017-02-07",5800,8047,12711,27.03
"2017-02-08",5840,8090,12764,26.91
"2017-02-09",5876,8125,12811,27.03
"2017-02-10",5907,8154,12852,27.21
"2017-02-11",5933,8178,12888,27.21
"2017-02-12",5956,8196,12919,27.21
"2017-02-13",5973,8208,12946,27.17
"2017-02-14",5987,8215,12968,27.23
"2017-02-15",5996,8219,12982,26.99
"2017-02-16",6000,8217,12991,26.99
"2017-02-17",6000,8210,12996,27.03
"2017-02-18",6000,8204,13000,27.03
"2017-02-19",6000,8198,13001,27.03
"2017-02-20",6000,8194,13002,27.03
"2017-02-21",6000,8192,13003,27.04
"2017-02-22",6000,8191,13005,26.97
"2017-02-23",6000,8192,13007,26.91
"2017-02-24",6000,8194,13009,26.98
"2017-02-25",6000,8196,13012,26.98
"2017-02-26",6000,8200,13016,26.98
"2017-02-27",6000,8205,13022,27.05
"2017-02-28",6000,8211,13029,27.16
"2017-03-01",6000,8217,13039,27.18
"2017-03-02",6000,8224,13051,27.09
"2017-03-03",6000,8232,13065,27.12
"2017-03-04",6000,8240,13082,27.12
"2017-03-05",6000,8250,13100,27.12
"2017-03-06",6000,8260,13120,27.02
"2017-03-07",6000,8271,13141,26.96
"2017-03-08",6000,8283,13163,26.96
"2017-03-09",6000,8297,13186,26.91
"2017-03-10",6000,8315,13210,26.81
"2017-03-11",6000,8335,13235,26.81
"2017-03-12",6000,8357,13263,26.81
"2017-03-13",6000,8381,13289,26.89
"2017-03-14",6000,8408,13317,26.9
"2017-03-15",6000,8437,13343,26.88
"2017-03-16",6000,8467,13369,26.98
"2017-03-17",6000,8498,13393,26.91
"2017-03-18",6000,8529,13416,26.91
"2017-03-19",6000,8561,13439,26.91
"2017-03-20",6000,8593,13463,26.89
"2017-03-21",6000,8626,13487,26.85
"2017-03-22",6000,8660,13511,26.92
"2017-03-23",6000,8694,13537,27.06
"2017-03-24",6000,8725,13563,27.12
"2017-03-25",6000,8753,13592,27.12
"2017-03-26",6000,8779,13621,27.12
"2017-03-27",6000,8802,13650,27.15
"2017-03-28",6000,8822,13680,27.12
"2017-03-29",6000,8839,13710,27.04
"2017-03-30",6000,8853,13739,26.98
"2017-03-31",6000,8866,13770,27.02
"2017-04-01",6000,8878,13804,27.02
"2017-04-02",6000,8889,13838,27.02
"2017-04-03",6000,8899,13870,27.02
"2017-04-04",6000,8907,13900,27.12
"2017-04-05",6000,8914,13928,27.16
"2017-04-06",6000,8920,13954,27.1
"2017-04-07",6000,8924,13977,26.97
"2017-04-08",6000,8930,13998,26.97
"2017-04-09",6000,8935,14015,26.97
"2017-04-10",6000,8941,14030,26.93
"2017-04-11",6000,8946,14043,26.89
"2017-04-12",6000,8951,14055,26.88
"2017-04-13",6000,8956,14066,26.86
"2017-04-14",6000,8959,14077,26.81
"2017-04-15",6000,8961,14083,26.81
"2017-04-16",6000,8961,14085,26.81
"2017-04-17",6000,8959,14084,26.81
"2017-04-18",6000,8957,14082,26.84
"2017-04-19",6000,8954,14079,26.79
"2017-04-20",6000,8950,14074,26.76
"2017-04-21",6000,8946,14065,26.73
"2017-04-22",6000,8942,14055,26.73
"2017-04-23",6000,8936,14042,26.73
"2017-04-24",6000,8931,14029,26.67
"2017-04-25",6000,8925,14016,26.63
"2017-04-26",6000,8919,14000,26.59
"2017-04-27",6000,8914,13980,26.55
"2017-04-28",6000,8911,13955,26.56
"2017-04-29",6000,8910,13925,26.56
"2017-04-30",6000,8911,13892,26.56
"2017-05-01",6000,8913,13857,26.56
"2017-05-02",6000,8917,13821,26.56
"2017-05-03",6000,8920,13781,26.52
"2017-05-04",6000,8923,13738,26.49
"2017-05-05",6000,8924,13695,26.51
"2017-05-06",6000,8925,13654,26.51
"2017-05-07",6000,8924,13615,26.51
"2017-05-08",6000,8922,13575,26.51
"2017-05-09",6000,8919,13534,26.51
"2017-05-10",6000,8915,13491,26.46
"2017-05-11",6000,8908,13447,26.43
"2017-05-12",6000,8899,13407,26.47
"2017-05-13",6000,8886,13369,26.47
"2017-05-14",6000,8870,13335,26.47
"2017-05-15",6000,8852,13302,26.47
"2017-05-16",6000,8831,13272,26.43
"2017-05-17",6000,8809,13244,26.42
"2017-05-18",6000,8786,13216,26.39
"2017-05-19",6000,8763,13191,26.37
"2017-05-20",6000,8740,13166,26.37
"2017-05-21",6000,8716,13138,26.37
"2017-05-22",6000,8693,13109,26.34
"2017-05-23",6000,8671,13078,26.3
"2017-05-24",6000,8648,13045,26.27
"2017-05-25",6000,8627,13012,26.28
"2017-05-26",6000,8607,12978,26.35
"2017-05-27",6000,8589,12944,26.35
"2017-05-28",6000,8574,12909,26.35
"2017-05-29",6000,8561,12872,26.39
"2017-05-30",6000,8550,12837,26.35
"2017-05-31",6000,8541,12802,26.31
"2017-06-01",6000,8534,12768,26.27
"2017-06-02",6000,8529,12735,26.28
"2017-06-03",6000,8525,12704,26.28
"2017-06-04",6000,8523,12677,26.28
"2017-06-05",6000,8524,12652,26.28
"2017-06-06",6000,8528,12630,26.25
"2017-06-07",6000,8535,12613,26.21
"2017-06-08",6000,8545,12602,26.15
"2017-06-09",6000,8558,12596,26.12
"2017-06-10",6000,8573,12595,26.12
"2017-06-11",6000,8589,12598,26.12
"2017-06-12",6000,8608,12606,26.07
"2017-06-13",6000,8629,12617,26
"2017-06-14",6000,8651,12630,26.01
"2017-06-15",6000,8674,12647,26.01
"2017-06-16",6000,8698,12666,26.02
"2017-06-17",6000,8724,12688,26.02
"2017-06-18",6000,8752,12712,26.02
"2017-06-19",6000,8781,12736,26.02
"2017-06-20",6000,8808,12763,26.03
"2017-06-21",6000,8834,12791,26.02
"2017-06-22",6000,8857,12819,26.03
"2017-06-23",6000,8878,12844,26.03
"2017-06-24",6000,8896,12868,26.03
"2017-06-25",6000,8910,12890,26.03
"2017-06-26",6000,8922,12909,26.04
"2017-06-27",6000,8930,12926,26.08
"2017-06-28",6000,8937,12943,26.08
"2017-06-29",6000,8942,12959,26.1
"2017-06-30",6000,8945,12974,26.02
"2017-07-01",6000,8947,12987,26.02
"2017-07-02",6000,8947,12999,26.02
"2017-07-03",6000,8945,13009,25.99
"2017-07-04",6000,8941,13018,26.02
"2017-07-05",6000,8937,13025,26.12
"2017-07-06",6000,8932,13031,26.06
"2017-07-07",6000,8928,13035,26.02
"2017-07-08",6000,8925,13041,26.02
"2017-07-09",6000,8924,13048,26.02
"2017-07-10",6000,8926,13058,26
"2017-07-11",6000,8930,13070,25.97
"2017-07-12",6000,8935,13085,25.91
"2017-07-13",6000,8941,13098,25.97
"2017-07-14",6000,8946,13110,26.02
"2017-07-15",6000,8951,13124,26.02
"2017-07-16",6000,8956,13141,26.02
"2017-07-17",6001,8961,13159,25.96
"2017-07-18",6003,8966,13178,25.93
"2017-07-19",6005,8971,13199,25.94
"2017-07-20",6006,8976,13222,25.93
"2017-07-21",6008,8981,13247,25.89
"2017-07-22",6010,8986,13274,25.89
"2017-07-23",6012,8990,13303,25.89
"2017-07-24",6014,8993,13332,25.82
"2017-07-25",6017,8995,13358,25.84
"2017-07-26",6021,8995,13384,25.88
"2017-07-27",6025,8994,13408,25.9
"2017-07-28",6030,8994,13433,25.92
"2017-07-29",6036,8994,13461,25.92
"2017-07-30",6043,8995,13488,25.92
"2017-07-31",6049,8995,13515,25.85
"2017-08-01",6055,8996,13541,25.86
"2017-08-02",6061,8996,13568,25.9
"2017-08-03",6068,8996,13594,25.89
"2017-08-04",6077,8996,13620,25.84
"2017-08-05",6087,8996,13647,25.84
"2017-08-06",6100,8996,13671,25.84
"2017-08-07",6115,8996,13692,25.78
"2017-08-08",6131,8996,13711,25.73
"2017-08-09",6148,8996,13731,25.72
"2017-08-10",6165,8996,13750,25.69
"2017-08-11",6183,8996,13768,25.7
"2017-08-12",6202,8996,13787,25.7
"2017-08-13",6224,8998,13804,25.7
"2017-08-14",6249,9002,13820,25.63
"2017-08-15",6276,9008,13832,25.6
"2017-08-16",6306,9015,13843,25.57
"2017-08-17",6340,9024,13852,25.51
"2017-08-18",6375,9036,13862,25.49
"2017-08-19",6411,9053,13870,25.49
"2017-08-20","","","",25.49
"2017-08-21",6447,9073,13879,25.44
"2017-08-22",6484,9098,13891,25.45
"2017-08-23",6521,9126,13905,25.55
"2017-08-24",6557,9157,13924,25.55
"2017-08-25",6595,9192,13947,25.55
"2017-08-26",6632,9230,13973,25.55
"2017-08-27",6670,9271,14000,25.55
"2017-08-28","","","",25.52
"2017-08-29",6708,9315,14029,25.44
"2017-08-30",6742,9358,14061,25.58
"2017-08-31",6772,9401,14096,25.69
"2017-09-01",6800,9446,14137,25.75
"2017-09-02",6824,9492,14181,25.75
"2017-09-03",6846,9540,14232,25.75
"2017-09-04",6864,9584,14283,25.91
"2017-09-05",6878,9624,14333,25.95
"2017-09-06",6888,9661,14382,25.98
"2017-09-07",6895,9692,14429,26
"2017-09-08",6900,9720,14475,26.07
"2017-09-09","","","",26.07
"2017-09-10",6901,9742,14517,26.07
"2017-09-11",6900,9761,14553,26.01
"2017-09-12",6897,9776,14586,26.02
"2017-09-13",6892,9786,14614,26.08
"2017-09-14",6885,9795,14639,26.16
"2017-09-15",6878,9800,14661,26.22
"2017-09-16",6870,9804,14680,26.22
"2017-09-17",6862,9803,14692,26.22
"2017-09-18",6854,9798,14698,26.18
"2017-09-19",6845,9790,14697,26.13
"2017-09-20",6837,9781,14692,26.19
