xValue,valueField0,valueField1,valueField2,valueField3
"2019-07-20",10115,13601,16328,25.82
"2019-07-21",10134,13654,16354,25.82
"2019-07-22",10155,13703,16386,25.64
"2019-07-23",10178,13747,16427,25.63
"2019-07-24",10199,13790,16480,25.52
"2019-07-25",10219,13828,16540,25.49
"2019-07-26",10241,13861,16607,25.44
"2019-07-27",10264,13891,16680,25.44
"2019-07-28",10284,13916,16753,25.44
"2019-07-29",10303,13939,16825,25.25
"2019-07-30",10319,13958,16895,25.09
"2019-07-31",10333,13974,16961,25.02
"2019-08-01",10346,13988,17022,25.35
"2019-08-02",10357,14000,17079,25.54
"2019-08-03",10370,14011,17133,25.54
"2019-08-04",10382,14022,17184,25.54
"2019-08-05",10393,14033,17231,25.74
"2019-08-06",10403,14045,17273,25.59
"2019-08-07",10413,14060,17310,25.42
"2019-08-08",10422,14075,17337,25.32
"2019-08-09",10432,14091,17353,25.09
"2019-08-10",10442,14108,17358,25.09
"2019-08-11",10450,14125,17352,25.09
"2019-08-12",10457,14142,17337,25.16
"2019-08-13",10465,14157,17314,25.15
"2019-08-14",10472,14169,17288,25.25
"2019-08-15",10479,14183,17261,25.32
"2019-08-16",10487,14198,17235,25.14
"2019-08-17",10494,14212,17208,25.14
"2019-08-18",10499,14223,17181,25.14
"2019-08-19",10502,14230,17155,25.18
"2019-08-20",10503,14233,17128,25.13
"2019-08-21",10501,14235,17104,25.2
"2019-08-22",10499,14235,17082,25.04
"2019-08-23",10497,14236,17066,25.06
"2019-08-24",10494,14239,17058,25.06
"2019-08-25",10490,14244,17057,25.06
"2019-08-26",10490,14253,17064,25.06
"2019-08-27",10489,14266,17076,25.16
"2019-08-28",10490,14283,17097,25.22
"2019-08-29",10494,14305,17124,25.23
"2019-08-30",10499,14330,17156,25.14
"2019-08-31",10507,14358,17192,25.14
"2019-09-01",10517,14389,17233,25.14
"2019-09-02",10530,14426,17277,25.26
"2019-09-03",10542,14470,17327,25.26
"2019-09-04",10559,14519,17379,""
"2019-09-05",10579,14572,17428,""
"2019-09-06",10601,14622,17476,25.31
"2019-09-07",10625,14672,17520,25.31
"2019-09-08",10651,14720,17560,25.31
"2019-09-09",10679,14764,17596,25.09
"2019-09-10",10707,14804,17629,25.03
"2019-09-11",10738,14841,17661,24.88
"2019-09-12",10767,14874,17688,24.97
"2019-09-13",10795,14903,17710,24.83
"2019-09-14",10820,14928,17726,24.83
"2019-09-15",10842,14949,17734,24.83
"2019-09-16",10863,14966,17733,24.71
"2019-09-17",10881,14979,17723,24.77
"2019-09-18",10902,14987,17704,24.76
"2019-09-19",10920,14989,17679,24.67
"2019-09-20",10936,14988,17652,24.62
"2019-09-21",10950,14987,17622,24.62
"2019-09-22",10962,14985,17596,24.62
"2019-09-23",10971,14981,17570,24.43
"2019-09-24",10979,14974,17546,24.33
"2019-09-25",10984,14966,17523,24.21
"2019-09-26",10984,14955,17499,24.12
"2019-09-27",10982,14942,17473,24.19
"2019-09-28",10980,14926,17446,24.19
"2019-09-29",10978,14910,17423,24.19
"2019-09-30",10975,14891,17408,24.08
"2019-10-01",10971,14871,17402,24.2
"2019-10-02",10964,14848,17406,24.56
"2019-10-03",10953,14825,17413,24.86
"2019-10-04",10940,14803,17428,24.88
"2019-10-05",10924,14779,17445,24.88
"2019-10-06","","","",24.88
"2019-10-07",10909,14753,17463,24.61
"2019-10-08",10893,14725,17476,24.87
"2019-10-09",10878,14697,17489,24.71
"2019-10-10",10862,14671,17500,24.7
"2019-10-11",10847,14648,17508,24.53
"2019-10-12",10836,14626,17514,24.53
"2019-10-13",10829,14607,17519,24.53
"2019-10-14",10820,14590,17522,24.53
"2019-10-15",10809,14574,17518,24.54
"2019-10-16",10796,14559,17505,24.79
"2019-10-17",10787,14546,17484,24.84
"2019-10-18",10782,14534,17455,24.73
"2019-10-19",10782,14523,17428,24.73
"2019-10-20",10787,14512,17396,24.73
"2019-10-21",10793,14504,17366,25.04
"2019-10-22",10798,14495,17338,24.98
"2019-10-23",10798,14486,17317,24.84
"2019-10-24",10796,14476,17291,24.89
"2019-10-25",10791,14464,17264,25.11
"2019-10-26",10784,14450,17241,25.11
"2019-10-27",10773,14433,17221,25.11
"2019-10-28",10757,14414,17205,25.17
"2019-10-29",10741,14393,17195,25.07
"2019-10-30",10727,14371,17191,25.11
"2019-10-31",10715,14348,17191,25
"2019-11-01",10699,14324,17195,24.82
"2019-11-02",10681,14301,17207,24.82
"2019-11-03",10660,14276,17220,24.82
"2019-11-04",10636,14249,17235,24.74
"2019-11-05",10613,14219,17251,24.8
"2019-11-06",10592,14192,17267,24.72
"2019-11-07",10577,14167,17283,24.66
"2019-11-08",10565,14144,17307,24.52
"2019-11-09",10557,14123,17336,24.52
"2019-11-10",10550,14104,17371,24.52
"2019-11-11",10545,14088,17409,24.5
"2019-11-12",10544,14073,17448,24.51
"2019-11-13",10547,14061,17487,24.46
"2019-11-14",10552,14051,17529,24.32
"2019-11-15",10560,14040,17574,24.25
"2019-11-16",10572,14030,17624,24.25
"2019-11-17",10584,14019,17670,24.25
"2019-11-18",10597,14008,17714,24.22
"2019-11-19",10610,13997,17755,24.14
"2019-11-20",10625,13987,17795,24.2
"2019-11-21",10642,13974,17832,24.18
"2019-11-22",10658,13958,17866,24.19
"2019-11-23",10674,13941,17896,24.19
"2019-11-24",10686,13922,17921,24.19
"2019-11-25",10696,13902,17940,24.16
"2019-11-26",10704,13879,17955,24.05
"2019-11-27",10710,13853,17964,23.98
"2019-11-28",10710,13824,17970,23.98
"2019-11-29",10705,13790,17971,24.04
"2019-11-30",10692,13756,17969,24.04
"2019-12-01",10673,13718,17960,24.04
"2019-12-02",10649,13679,17949,23.97
"2019-12-03",10620,13640,17936,23.96
"2019-12-04",10587,13600,17921,23.94
"2019-12-05",10548,13561,17903,23.93
"2019-12-06",10503,13522,17885,23.88
"2019-12-07","","","",23.88
"2019-12-08",10452,13485,17865,23.88
"2019-12-09",10399,13450,17846,23.72
"2019-12-10",10349,13417,17826,23.69
"2019-12-11",10301,13383,17806,23.69
"2019-12-12",10256,13350,17786,23.6
"2019-12-13",10212,13318,17771,23.56
"2019-12-14",10174,13289,17756,23.56
"2019-12-15",10141,13264,17739,23.56
"2019-12-16",10115,13239,17720,23.5
"2019-12-17",10094,13218,17706,23.49
"2019-12-18",10081,13200,17697,23.47
"2019-12-19",10074,13184,17692,23.41
"2019-12-20",10073,13171,17691,23.37
"2019-12-21",10080,13158,17695,23.33
"2019-12-22",10092,13149,17699,23.33
"2019-12-23",10108,13136,17703,23.29
"2019-12-24",10126,13122,17705,23.28
"2019-12-25",10144,13106,17708,23.28
"2019-12-26",10162,13092,17714,23.26
"2019-12-27",10180,13080,17716,23.29
"2019-12-28",10199,13069,17710,23.69
"2019-12-29",10212,13057,17704,23.69
"2019-12-30",10222,13044,17702,23.69
"2019-12-31",10229,13031,17699,23.69
"2020-01-01",10232,13017,17690,23.69
"2020-01-02",10231,12999,17677,23.69
"2020-01-03",10225,12980,17659,23.69
"2020-01-04",10215,12959,17636,23.69
"2020-01-05",10200,12935,17607,23.69
"2020-01-06",10182,12910,17576,23.69
"2020-01-07",10164,12884,17544,23.69
"2020-01-08",10146,12858,17512,23.68
"2020-01-09",10128,12833,17477,23.83
"2020-01-10",10110,12805,17440,24.12
"2020-01-11",10092,12774,17406,23.97
"2020-01-12",10073,12744,17377,23.97
"2020-01-13",10057,12715,17349,23.97
"2020-01-14",10043,12685,17317,23.93
"2020-01-15",10031,12658,17284,24.03
"2020-01-16",10020,12632,17256,23.98
"2020-01-17",10012,12610,17228,24.09
"2020-01-18",10005,12589,17200,24.09
"2020-01-19",9998,12570,17172,24.09
"2020-01-20",9992,12553,17148,24.25
"2020-01-21",9986,12539,17127,24.33
"2020-01-22",9978,12527,17108,24.26
"2020-01-23",9967,12517,17091,""
"2020-01-24",9954,12510,17077,""
"2020-01-25",9939,12504,17064,24.52
"2020-01-26",9922,12501,17052,24.52
"2020-01-27",9903,12499,17040,24.33
"2020-01-28",9885,12498,17029,24.6
"2020-01-29",9867,12498,17020,24.72
"2020-01-30",9849,12497,17012,24.85
"2020-01-31",9831,12497,17001,24.92
"2020-02-01",9813,12497,16991,24.92
"2020-02-02",9796,12497,16980,24.92
"2020-02-03",9782,12497,16969,25.03
"2020-02-04",9772,12499,16955,25.08
"2020-02-05",9767,12501,16937,24.85
"2020-02-06",9765,12503,16914,24.8
"2020-02-07",9768,12506,16887,24.58
"2020-02-08",9775,12511,16856,24.58
"2020-02-09",9787,12517,16820,24.58
"2020-02-10",9803,12526,16779,24.54
"2020-02-11",9822,12534,16734,24.52
"2020-02-12",9840,12544,16685,24.42
"2020-02-13",9858,12554,16631,24.5
"2020-02-14",9877,12567,16576,24.48
"2020-02-15",9895,12581,16521,24.48
"2020-02-16",9913,12598,16466,24.48
"2020-02-17",9931,12617,16411,24.45
"2020-02-18",9946,12637,16358,24.45
"2020-02-19",9960,12654,16303,24.44
"2020-02-20",9973,12671,16251,24.52
"2020-02-21",9982,12687,16201,24.48
"2020-02-22",9990,12701,16152,24.48
"2020-02-23",9996,12714,16104,24.48
"2020-02-24",9999,12724,16059,24.45
"2020-02-25",10000,12734,16014,24.5
"2020-02-26",10000,12745,15972,24.53
"2020-02-27",10000,12756,15933,24.65
"2020-02-28",10000,12768,15898,24.56
"2020-02-29",10000,12778,15866,24.56
"2020-03-01",10000,12788,15836,24.56
"2020-03-02",10002,12798,15809,24.59
"2020-03-03",10006,12808,15784,24.82
"2020-03-04",10009,12820,15759,24.94
"2020-03-05",10013,12839,15741,24.89
"2020-03-06",10017,12862,15726,24.74
"2020-03-07",10021,12889,15716,24.74
"2020-03-08",10025,12921,15715,24.74
"2020-03-09",10029,12954,15721,24.74
"2020-03-10",10033,12987,15737,24.92
"2020-03-11",10037,13021,15763,25.31
"2020-03-12",10040,13052,15796,25.62
"2020-03-13",10044,13082,15832,25.86
"2020-03-14","","","",25.86
"2020-03-15",10048,13111,15869,25.86
"2020-03-16",10052,13139,15906,26.09
"2020-03-17",10056,13163,15946,26.52
"2020-03-18",10055,13183,15986,27.06
"2020-03-19",10052,13197,16025,27.27
"2020-03-20",10049,13206,16065,27.8
"2020-03-21",10045,13208,16103,27.8
"2020-03-22",10041,13202,16140,27.8
"2020-03-23",10037,13188,16174,27.74
"2020-03-24",10033,13169,16201,28.11
"2020-03-25",10028,13144,16222,27.77
"2020-03-26",10023,13116,16231,27.96
"2020-03-27",10016,13084,16224,28.14
"2020-03-28",10009,13050,16207,28.14
"2020-03-29",10000,13011,16184,28.14
"2020-03-30",9988,12967,16160,28.18
"2020-03-31",9974,12920,16133,28.06
"2020-04-01",9958,12870,16099,27.63
"2020-04-02","","","",27.75
"2020-04-03",9942,12817,16062,27.6
"2020-04-04",9923,12764,16024,27.6
"2020-04-05",9899,12709,15987,27.6
"2020-04-06",9872,12652,15947,27.37
"2020-04-07",9839,12594,15904,27.24
"2020-04-08",9803,12539,15861,27.1
"2020-04-09",9762,12483,15818,27.2
"2020-04-10",9718,12428,15774,27.26
"2020-04-11",9672,12372,15730,27.26
"2020-04-12",9622,12316,15695,27.26
"2020-04-13",9570,12259,15665,27.2
"2020-04-14",9517,12205,15638,27.04
"2020-04-15",9465,12152,15607,27.09
"2020-04-16",9413,12102,15577,27.22
"2020-04-17",9361,12054,15548,27.2
"2020-04-18",9308,12009,15523,27.2
"2020-04-19",9261,11965,15492,27.2
"2020-04-20","","","",27.2
"2020-04-21",9217,11923,15458,27.08
"2020-04-22",9178,11880,15423,27.08
"2020-04-23",9144,11837,15391,27.05
"2020-04-24",9114,11792,15355,27.01
"2020-04-25",9088,11745,15314,27.01
"2020-04-26",9066,11699,15277,27.01
"2020-04-27",9048,11655,15244,27.14
"2020-04-28",9033,11612,15210,27.1
"2020-04-29",9022,11570,15177,27.05
"2020-04-30",9013,11528,15143,26.97
"2020-05-01",9007,11486,15111,26.97
"2020-05-02",9002,11447,15083,26.97
"2020-05-03",9000,11410,15054,26.97
"2020-05-04",9000,11375,15022,26.96
"2020-05-05",9000,11343,14990,26.97
"2020-05-06",9000,11314,14958,26.98
"2020-05-07",9000,11291,14924,26.93
"2020-05-08",9000,11276,14886,26.82
"2020-05-09",9000,11267,14848,26.82
"2020-05-10",9000,11268,14810,26.82
"2020-05-11",9000,11273,14768,26.82
"2020-05-12",9000,11284,14722,26.82
"2020-05-13",9000,11300,14676,26.79
"2020-05-14",9000,11320,14628,26.79
"2020-05-15",9000,11345,14582,26.79
"2020-05-16",9000,11375,14537,26.79
"2020-05-17",9000,11406,14493,26.68
"2020-05-18",9000,11437,14453,26.79
"2020-05-19",9000,11471,14421,26.57
"2020-05-20",9000,11506,14398,26.79
"2020-05-21",9000,11540,14384,26.59
"2020-05-22",9000,11573,14379,26.79
"2020-05-23",9000,11603,14382,26.77
"2020-05-24",9000,11630,14395,26.79
"2020-05-25",9000,11649,14415,26.76
"2020-05-26",9000,11665,14443,26.79
"2020-05-27",9000,11674,14480,26.79
"2020-05-28",9000,11680,14519,27
"2020-05-29",9000,11685,14563,26.91
"2020-05-30",9000,11687,14608,26.91
"2020-05-31",9000,11689,14653,26.91
"2020-06-01",9000,11690,14698,26.79
"2020-06-02",9000,11692,14742,26.82
"2020-06-03",9000,11691,14786,26.79
"2020-06-04",9001,11689,14831,26.79
"2020-06-05","","","",26.7
"2020-06-06",9002,11686,14875,26.7
"2020-06-07",9004,11685,14919,26.7
"2020-06-08",9009,11686,14964,26.79
"2020-06-09",9014,11691,15008,26.79
"2020-06-10",9020,11700,15055,26.79
"2020-06-11",9027,11713,15103,26.79
"2020-06-12",9033,11731,15152,26.79
"2020-06-13",9040,11751,15204,26.6
"2020-06-14",9047,11773,15259,26.79
"2020-06-15",9055,11794,15315,26.73
"2020-06-16",9062,11814,15376,26.84
"2020-06-17",9070,11836,15441,26.74
"2020-06-18",9077,11856,15510,26.79
"2020-06-19",9085,11876,15575,26.76
"2020-06-20",9090,11897,15633,26.76
"2020-06-21",9096,11917,15682,26.76
"2020-06-22",9098,11934,15725,26.72
"2020-06-23",9099,11950,15760,26.67
"2020-06-24",9099,11963,15786,26.61
"2020-06-25",9101,11974,15804,26.65
"2020-06-26",9104,11983,15813,26.7
"2020-06-27",9109,11990,15814,26.7
"2020-06-28",9116,11994,15806,26.7
"2020-06-29",9124,11997,15790,26.7
"2020-06-30",9134,11999,15765,26.69
"2020-07-01",9146,12000,15731,26.67
"2020-07-02",9160,12000,15688,26.77
"2020-07-03",9177,12000,15636,27.18
"2020-07-04",9196,12000,15582,27.18
"2020-07-05",9217,12000,15529,27.18
"2020-07-06",9241,12000,15481,27.17
"2020-07-07",9269,12000,15435,27.13
"2020-07-08",9297,12000,15393,26.93
"2020-07-09",9324,12000,15360,26.95
"2020-07-10",9349,12000,15331,26.93
"2020-07-11",9371,12000,15311,26.93
"2020-07-12",9391,12000,15296,26.93
"2020-07-13",9407,12000,15288,26.95
"2020-07-14",9421,12000,15289,27.09
"2020-07-15",9433,12000,15297,27.14
"2020-07-16",9441,12000,15309,27.12
"2020-07-17",9446,12000,15326,27.27
"2020-07-18",9449,12000,15347,27.27
"2020-07-19",9450,12000,15368,27.27
"2020-07-20",9448,12000,15389,27.36
"2020-07-21",9444,12000,15414,27.6
"2020-07-22",9439,12000,15439,27.66
"2020-07-23",9433,12000,15463,27.78
"2020-07-24",9428,12000,15479,""
"2020-07-25",9422,12002,15488,""
"2020-07-26",9419,12004,15489,""
"2020-07-27",9417,12007,15485,""
"2020-07-28",9417,12009,15475,27.76
"2020-07-29",9418,12013,15458,27.69
"2020-07-30",9420,12018,15435,27.69
"2020-07-31",9424,12022,15411,""
"2020-08-01",9431,12027,15387,""
"2020-08-02",9437,12033,15364,""
"2020-08-03",9445,12041,15342,""
"2020-08-04",9453,12048,15322,""
"2020-08-05",9463,12057,15293,""
"2020-08-06",9474,12067,15259,""
"2020-08-07",9487,12081,15226,""
"2020-08-08",9502,12096,15197,""
"2020-08-09",9520,12109,15172,""
"2020-08-10",9538,12124,15149,""
"2020-08-11",9558,12142,15127,27.6
"2020-08-12",9580,12161,15108,27.6
"2020-08-13",9603,12179,15093,27.53
"2020-08-14",9627,12199,15081,27.41
"2020-08-15",9653,12221,15069,27.41
"2020-08-16",9680,12245,15057,27.41
"2020-08-17",9710,12267,15046,27.35
"2020-08-18",9738,12290,15036,27.31
"2020-08-19",9769,12317,15025,27.23
"2020-08-20",9799,12344,15021,27.32
"2020-08-21",9827,12370,15023,27.48
"2020-08-22",9854,12395,15030,27.48
"2020-08-23",9878,12420,15041,27.48
"2020-08-24",9900,12448,15057,27.48
"2020-08-25",9920,12475,15079,27.39
"2020-08-26",9937,12503,15107,27.44
"2020-08-27",9952,12530,15139,27.39
"2020-08-28",9965,12560,15176,27.46
"2020-08-29",9976,12590,15217,27.46
"2020-08-30",9985,12619,15262,27.46
"2020-08-31",9992,12649,15312,27.48
"2020-09-01",9998,12681,15364,27.56
"2020-09-02",10006,12712,15421,27.6
"2020-09-03",10014,12741,15484,27.64
"2020-09-04",10022,12770,15549,27.69
"2020-09-05",10029,12800,15614,27.69
"2020-09-06",10037,12828,15674,27.69
"2020-09-07",10044,12854,15730,27.73
"2020-09-08",10052,12878,15782,27.75
"2020-09-09",10059,12900,15829,27.8
"2020-09-10",10067,12919,15871,27.83
"2020-09-11",10075,12936,15909,27.83
"2020-09-12",10084,12951,15942,27.83
"2020-09-13",10094,12963,15970,27.83
"2020-09-14",10104,12974,15995,27.9
"2020-09-15",10114,12982,16018,28
"2020-09-16",10120,12988,16038,28.06
"2020-09-17",10122,12992,16054,28.12
"2020-09-18","","","",28.11
"2020-09-19",10121,12995,16064,28.11
"2020-09-20",10121,12997,16073,28.11
"2020-09-21",10121,12997,16084,28.17
"2020-09-22",10123,12997,16100,28.2
"2020-09-23",10125,12997,16119,28.21
"2020-09-24",10127,12998,16144,28.19
"2020-09-25",10128,12998,16172,28.25
"2020-09-26",10130,12998,16205,28.25
"2020-09-27",10131,12998,16244,28.25
"2020-09-28",10129,12998,16287,28.27
"2020-09-29",10125,12999,16335,28.31
"2020-09-30",10122,13003,16385,28.3
"2020-10-01",10118,13007,16435,28.31
"2020-10-02","","","",28.33
"2020-10-03",10116,13013,16490,28.33
"2020-10-04",10114,13022,16546,28.33
"2020-10-05",10113,13031,16605,28.34
"2020-10-06",10110,13041,16659,28.4
"2020-10-07",10103,13050,16705,28.36
"2020-10-08",10093,13059,16745,28.32
"2020-10-09",10084,13068,16775,28.28
"2020-10-10",10075,13077,16797,28.28
"2020-10-11",10065,13086,16811,28.28
"2020-10-12",10056,13095,16815,28.21
"2020-10-13",10047,13104,16812,28.25
"2020-10-14","","","",28.25
"2020-10-15",10040,13113,16799,28.32
"2020-10-16",10032,13120,16778,28.34
"2020-10-17","","","",28.34
"2020-10-18",10023,13123,16749,28.34
"2020-10-19",10011,13122,16712,28.36
"2020-10-20",10000,13114,16664,28.38
"2020-10-21",9988,13100,16606,28.37
"2020-10-22",9977,13086,16539,28.27
"2020-10-23",9966,13071,16468,28.26
"2020-10-24",9955,13055,16398,28.26
"2020-10-25",9943,13037,16323,28.26
"2020-10-26",9929,13018,16249,28.29
"2020-10-27",9913,12998,16178,28.34
"2020-10-28",9895,12977,16111,28.37
"2020-10-29",9876,12957,16047,28.4
"2020-10-30",9858,12936,15986,28.44
"2020-10-31",9837,12916,15932,28.44
"2020-11-01",9817,12896,15884,28.44
"2020-11-02",9801,12879,15842,28.45
"2020-11-03",9787,12866,15809,28.58
"2020-11-04",9776,12857,15788,28.6
"2020-11-05",9766,12850,15777,28.51
"2020-11-06",9756,12842,15777,28.36
"2020-11-07",9748,12832,15785,28.36
"2020-11-08",9744,12822,15800,28.36
"2020-11-09",9745,12813,15825,28.14
"2020-11-10",9750,12805,15861,28.11
"2020-11-11",9760,12793,15901,28.12
"2020-11-12",9772,12777,15944,28.16
"2020-11-13",9784,12757,15987,28.2
"2020-11-14",9798,12733,16030,28.2
"2020-11-15",9815,12704,16069,28.2
"2020-11-16",9832,12670,16103,28.12
"2020-11-17",9847,12632,16137,28.11
"2020-11-18",9859,12590,16165,28.11
"2020-11-19",9870,12546,16188,28.13
"2020-11-20",9880,12500,16205,28.26
"2020-11-21",9890,12454,16215,28.26
"2020-11-22",9898,12409,16223,28.26
"2020-11-23",9903,12362,16228,28.36
"2020-11-24",9907,12315,16231,28.37
"2020-11-25",9908,12270,16226,28.37
"2020-11-26",9906,12232,16220,28.38
"2020-11-27",9901,12201,16208,28.44
"2020-11-28",9894,12176,16199,28.44
"2020-11-29",9887,12157,16193,28.44
"2020-11-30",9877,12145,16190,28.47
"2020-12-01",9867,12140,16193,28.5
"2020-12-02",9860,12142,16193,28.56
"2020-12-03",9855,12149,16195,28.44
"2020-12-04",9849,12158,16195,28.3
"2020-12-05",9844,12170,16197,28.3
"2020-12-06","","","",28.3
"2020-12-07",9840,12183,16202,28.29
"2020-12-08",9837,12199,16206,28.24
"2020-12-09",9834,12217,16209,28.08
"2020-12-10",9831,12235,16209,28.04
"2020-12-11",9826,12250,16207,28.08
"2020-12-12",9822,12261,16204,28.08
"2020-12-13",9820,12267,16204,28.08
"2020-12-14",9823,12270,16199,27.97
"2020-12-15",9825,12268,16189,27.87
"2020-12-16",9829,12262,16175,27.76
"2020-12-17",9834,12251,16157,27.74
"2020-12-18",9839,12237,16140,27.82
"2020-12-19",9845,12217,16124,27.82
"2020-12-20",9850,12198,16110,27.82
"2020-12-21",9855,12179,16095,27.83
"2020-12-22",9857,12160,16081,28.04
"2020-12-23",9856,12141,16067,28.25
"2020-12-24",9855,12122,16053,28.46
"2020-12-25",9854,12104,16041,28.46
"2020-12-26",9857,12088,16031,28.46
"2020-12-27",9861,12073,16022,28.46
"2020-12-28",9863,12060,16013,28.35
"2020-12-29",9860,12048,16007,28.37
"2020-12-30",9856,12038,16002,28.26
"2020-12-31",9849,12030,16000,28.27
"2021-01-01",9838,12024,16000,28.27
"2021-01-02",9822,12021,16000,28.27
"2021-01-03",9804,12020,16000,28.27
"2021-01-04",9781,12018,16000,28.27
"2021-01-05",9755,12016,16000,28.43
"2021-01-06",9729,12014,16000,28.4
"2021-01-07",9704,12011,16000,28.4
"2021-01-08",9678,12009,16000,28.4
"2021-01-09",9650,12007,16000,28.4
"2021-01-10",9617,12006,15999,28.4
"2021-01-11",9584,12004,15996,28.28
"2021-01-12",9553,12003,15988,28.2
"2021-01-13",9523,12002,15976,28.05
"2021-01-14",9496,12002,15959,27.97
"2021-01-15",9470,12001,15937,28.06
"2021-01-16",9450,12001,15908,28.05
"2021-01-17",9432,12001,15873,28.05
"2021-01-18",9417,12000,15829,28.05
"2021-01-19",9409,11998,15776,28.19
"2021-01-20",9406,11993,15715,28.15
"2021-01-21",9408,11987,15644,28.2
"2021-01-22",9411,11978,15565,28.26
"2021-01-23",9415,11967,15477,28.26
"2021-01-24",9421,11953,15380,28.26
"2021-01-25",9429,11938,15278,28.16
"2021-01-26",9436,11921,15176,28.17
"2021-01-27",9442,11903,15078,28.15
"2021-01-28",9448,11884,14983,28.17
"2021-01-29",9454,11862,14892,28.19
"2021-01-30",9459,11836,14806,28.19
"2021-01-31",9462,11809,14726,28.19
"2021-02-01",9465,11779,14653,28.13
"2021-02-02",9468,11747,14590,28.06
"2021-02-03",9469,11718,14535,28.06
"2021-02-04",9466,11694,14493,28
"2021-02-05",9460,11674,14461,27.89
"2021-02-06",9454,11659,14438,27.89
"2021-02-07",9448,11648,14426,27.89
"2021-02-08",9440,11642,14425,27.77
"2021-02-09",9434,11640,14432,27.67
"2021-02-10",9430,11640,14443,27.64
"2021-02-11",9427,11642,14455,27.77
"2021-02-12",9424,11649,14467,27.84
"2021-02-13",9421,11660,14483,27.84
"2021-02-14",9420,11677,14500,27.84
"2021-02-15",9419,11699,14519,27.84
"2021-02-16",9418,11726,14541,27.97
"2021-02-17",9418,11756,14567,27.83
"2021-02-18",9418,11787,14594,27.9
"2021-02-19",9421,11816,14620,27.85
"2021-02-20",9424,11842,14647,27.85
"2021-02-21",9428,11867,14678,27.85
"2021-02-22",9432,11889,14709,27.85
"2021-02-23",9440,11908,14740,27.93
"2021-02-24",9447,11928,14769,27.9
"2021-02-25",9454,11947,14797,27.95
"2021-02-26",9459,11964,14825,27.93
"2021-02-27",9465,11980,14853,27.93
"2021-02-28",9470,11993,14878,27.93
"2021-03-01",9475,12004,14902,27.95
"2021-03-02",9480,12015,14924,28
"2021-03-03",9485,12026,14944,27.93
"2021-03-04",9489,12037,14962,27.85
"2021-03-05",9494,12050,14982,27.76
"2021-03-06",9499,12066,15004,27.76
"2021-03-07",9504,12085,15028,27.76
"2021-03-08",9508,12108,15052,27.76
"2021-03-09",9512,12134,15079,27.71
"2021-03-10",9516,12164,15107,27.74
"2021-03-11",9520,12194,15140,27.7
"2021-03-12",9523,12228,15178,27.75
"2021-03-13",9527,12267,15220,27.75
"2021-03-14",9530,12310,15266,27.75
"2021-03-15",9534,12358,15317,27.73
"2021-03-16",9535,12408,15373,27.64
"2021-03-17",9536,12458,15433,27.65
"2021-03-18",9538,12508,15497,27.7
"2021-03-19",9539,12558,15561,27.68
"2021-03-20",9538,12608,15622,27.68
"2021-03-21",9532,12654,15677,27.68
"2021-03-22",9523,12700,15729,27.72
"2021-03-23",9513,12741,15779,27.69
"2021-03-24",9500,12782,15825,27.73
"2021-03-25",9482,12819,15866,27.87
"2021-03-26",9462,12854,15903,27.97
"2021-03-27",9440,12884,15936,27.97
"2021-03-28",9416,12908,15965,27.97
"2021-03-29",9389,12926,15991,27.97
"2021-03-30",9361,12937,16012,27.97
"2021-03-31",9334,12943,16029,27.89
"2021-04-01",9305,12945,16044,27.82
"2021-04-02",9274,12943,16054,27.83
"2021-04-03",9241,12936,16063,27.83
"2021-04-04",9208,12924,16073,27.83
"2021-04-05",9178,12911,16084,27.96
"2021-04-06",9151,12893,16094,27.94
"2021-04-07",9126,12872,16099,27.84
"2021-04-08",9103,12847,16104,27.89
"2021-04-09",9083,12820,16109,27.98
"2021-04-10",9069,12791,16115,27.98
"2021-04-11",9060,12760,16125,27.98
"2021-04-12",9058,12729,16136,27.91
"2021-04-13",9063,12700,16145,27.93
"2021-04-14",9075,12673,16153,28.02
"2021-04-15",9090,12649,16160,27.98
"2021-04-16","","","",27.96
"2021-04-17",9113,12630,16165,27.96
"2021-04-18",9142,12615,16169,27.96
"2021-04-19",9177,12602,16172,27.98
"2021-04-20",9218,12592,16170,28.01
"2021-04-21",9261,12586,16168,28.01
"2021-04-22",9309,12583,16166,28.06
"2021-04-23",9361,12584,16164,28.06
"2021-04-24",9416,12589,16162,28.06
"2021-04-25",9475,12597,16160,28.06
"2021-04-26",9533,12611,16154,27.9
"2021-04-27",9586,12631,16140,27.86
"2021-04-28",9634,12654,16124,27.77
"2021-04-29","","","",27.79
"2021-04-30",9677,12679,16107,27.75
"2021-05-01",9715,12707,16091,27.75
"2021-05-02",9746,12733,16075,27.75
"2021-05-03",9771,12756,16061,27.75
"2021-05-04",9789,12777,16047,27.75
"2021-05-05",9801,12801,16033,27.73
"2021-05-06",9806,12824,16020,27.73
"2021-05-07",9805,12847,16007,27.72
"2021-05-08",9794,12871,15989,27.72
"2021-05-09","","","",27.72
"2021-05-10",9776,12890,15973,27.72
"2021-05-11",9752,12908,15955,27.76
"2021-05-12",9720,12920,15932,27.67
"2021-05-13",9684,12929,15907,27.63
"2021-05-14",9644,12928,15880,27.63
"2021-05-15",9601,12923,15851,27.63
"2021-05-16",9554,12914,15820,27.63
"2021-05-17",9506,12900,15787,27.61
"2021-05-18",9458,12886,15751,27.56
"2021-05-19",9409,12869,15714,27.44
"2021-05-20",9361,12850,15677,27.42
