"Показник","Територіальний розріз","Періодичність","Період","Значення cпостереження"
"Коефіцієнт життєвості","Миколаївська","Місячна","2018-M12","53"
"Коефіцієнт життєвості","Миколаївська","Місячна","2019-M01","36"
"Коефіцієнт життєвості","Миколаївська","Місячна","2019-M02","40"
"Коефіцієнт життєвості","Миколаївська","Місячна","2019-M03","40"
"Коефіцієнт життєвості","Миколаївська","Місячна","2019-M04","41"
"Коефіцієнт життєвості","Миколаївська","Місячна","2019-M05","41"
"Коефіцієнт життєвості","Миколаївська","Місячна","2019-M06","42"
"Коефіцієнт життєвості","Миколаївська","Місячна","2019-M07","44"
"Коефіцієнт життєвості","Миколаївська","Місячна","2019-M08","46"
"Коефіцієнт життєвості","Миколаївська","Місячна","2019-M09","47"
"Коефіцієнт життєвості","Миколаївська","Місячна","2019-M10","47"
"Коефіцієнт життєвості","Миколаївська","Місячна","2019-M11","47"
"Коефіцієнт життєвості","Миколаївська","Місячна","2019-M12","47"
"Коефіцієнт життєвості","Миколаївська","Місячна","2020-M01","52"
"Коефіцієнт життєвості","Миколаївська","Місячна","2020-M02","49"
"Коефіцієнт життєвості","Миколаївська","Місячна","2020-M03","45"
"Коефіцієнт життєвості","Миколаївська","Місячна","2020-M04","43"
"Коефіцієнт життєвості","Миколаївська","Місячна","2020-M05","44"
"Коефіцієнт життєвості","Миколаївська","Місячна","2020-M06","44"
"Коефіцієнт життєвості","Миколаївська","Місячна","2020-M07","46"
"Коефіцієнт життєвості","Миколаївська","Місячна","2020-M08","46"
"Коефіцієнт життєвості","Миколаївська","Місячна","2020-M09","47"
"Коефіцієнт життєвості","Миколаївська","Місячна","2020-M10","46"
"Коефіцієнт життєвості","Миколаївська","Місячна","2020-M11","44"
"Коефіцієнт життєвості","Миколаївська","Місячна","2020-M12","43"
"Коефіцієнт життєвості","Миколаївська","Місячна","2021-M01","34"
"Коефіцієнт життєвості","Миколаївська","Місячна","2021-M02","35"
"Коефіцієнт життєвості","Миколаївська","Місячна","2021-M03","34"
"Коефіцієнт життєвості","Миколаївська","Місячна","2021-M04","31"
"Коефіцієнт життєвості","Миколаївська","Місячна","2021-M05","31"
"Коефіцієнт життєвості","Миколаївська","Місячна","2021-M06","32"
"Коефіцієнт життєвості","Миколаївська","Місячна","2021-M07","34"
"Коефіцієнт життєвості","Миколаївська","Місячна","2021-M08","36"
"Коефіцієнт життєвості","Миколаївська","Місячна","2021-M09","37"
"Коефіцієнт життєвості","Миколаївська","Місячна","2021-M10","36"
"Коефіцієнт життєвості","Миколаївська","Місячна","2021-M11","33"
"Коефіцієнт життєвості","Миколаївська","Місячна","2021-M12","33"
"Коефіцієнт життєвості","Донецька","Місячна","2005-M01","35"
"Коефіцієнт життєвості","Донецька","Місячна","2005-M02","35"
"Коефіцієнт життєвості","Донецька","Місячна","2005-M03","35"
"Коефіцієнт життєвості","Донецька","Місячна","2005-M04","36"
"Коефіцієнт життєвості","Донецька","Місячна","2005-M05","37"
"Коефіцієнт життєвості","Донецька","Місячна","2005-M06","38"
"Коефіцієнт життєвості","Донецька","Місячна","2005-M07","40"
"Коефіцієнт життєвості","Донецька","Місячна","2005-M08","41"
"Коефіцієнт життєвості","Донецька","Місячна","2005-M09","43"
"Коефіцієнт життєвості","Донецька","Місячна","2005-M10","43"
"Коефіцієнт життєвості","Донецька","Місячна","2005-M11","43"
"Коефіцієнт життєвості","Донецька","Місячна","2005-M12","43"
"Коефіцієнт життєвості","Донецька","Місячна","2006-M01","33"
"Коефіцієнт життєвості","Донецька","Місячна","2006-M02","37"
"Коефіцієнт життєвості","Донецька","Місячна","2006-M03","39"
"Коефіцієнт життєвості","Донецька","Місячна","2006-M04","41"
"Коефіцієнт життєвості","Донецька","Місячна","2006-M05","42"
"Коефіцієнт життєвості","Донецька","Місячна","2006-M06","43"
"Коефіцієнт життєвості","Донецька","Місячна","2006-M07","45"
"Коефіцієнт життєвості","Донецька","Місячна","2006-M08","47"
"Коефіцієнт життєвості","Донецька","Місячна","2006-M09","48"
"Коефіцієнт життєвості","Донецька","Місячна","2006-M10","48"
"Коефіцієнт життєвості","Донецька","Місячна","2006-M11","48"
"Коефіцієнт життєвості","Донецька","Місячна","2006-M12","48"
"Коефіцієнт життєвості","Донецька","Місячна","2007-M01","43"
"Коефіцієнт життєвості","Донецька","Місячна","2007-M02","45"
"Коефіцієнт життєвості","Донецька","Місячна","2007-M03","44"
"Коефіцієнт життєвості","Донецька","Місячна","2007-M04","44"
"Коефіцієнт життєвості","Донецька","Місячна","2007-M05","45"
"Коефіцієнт життєвості","Донецька","Місячна","2007-M06","46"
"Коефіцієнт життєвості","Донецька","Місячна","2007-M07","47"
"Коефіцієнт життєвості","Донецька","Місячна","2007-M08","49"
"Коефіцієнт життєвості","Донецька","Місячна","2007-M09","50"
"Коефіцієнт життєвості","Донецька","Місячна","2007-M10","50"
"Коефіцієнт життєвості","Донецька","Місячна","2007-M11","50"
"Коефіцієнт життєвості","Донецька","Місячна","2007-M12","49"
"Коефіцієнт життєвості","Донецька","Місячна","2008-M01","42"
"Коефіцієнт життєвості","Донецька","Місячна","2008-M02","45"
"Коефіцієнт життєвості","Донецька","Місячна","2008-M03","45"
"Коефіцієнт життєвості","Донецька","Місячна","2008-M04","46"
"Коефіцієнт життєвості","Донецька","Місячна","2008-M05","46"
"Коефіцієнт життєвості","Донецька","Місячна","2008-M06","47"
"Коефіцієнт життєвості","Донецька","Місячна","2008-M07","50"
"Коефіцієнт життєвості","Донецька","Місячна","2008-M08","51"
"Коефіцієнт життєвості","Донецька","Місячна","2008-M09","53"
"Коефіцієнт життєвості","Донецька","Місячна","2008-M10","54"
"Коефіцієнт життєвості","Донецька","Місячна","2008-M11","54"
"Коефіцієнт життєвості","Донецька","Місячна","2008-M12","54"
"Коефіцієнт життєвості","Донецька","Місячна","2009-M01","45"
"Коефіцієнт життєвості","Донецька","Місячна","2009-M02","51"
"Коефіцієнт життєвості","Донецька","Місячна","2009-M03","52"
"Коефіцієнт життєвості","Донецька","Місячна","2009-M04","53"
"Коефіцієнт життєвості","Донецька","Місячна","2009-M05","53"
"Коефіцієнт життєвості","Донецька","Місячна","2009-M06","53"
"Коефіцієнт життєвості","Донецька","Місячна","2009-M07","55"
"Коефіцієнт життєвості","Донецька","Місячна","2009-M08","57"
"Коефіцієнт життєвості","Донецька","Місячна","2009-M09","58"
"Коефіцієнт життєвості","Донецька","Місячна","2009-M10","59"
"Коефіцієнт життєвості","Донецька","Місячна","2009-M11","58"
"Коефіцієнт життєвості","Донецька","Місячна","2009-M12","58"
"Коефіцієнт життєвості","Донецька","Місячна","2010-M01","47"
"Коефіцієнт життєвості","Донецька","Місячна","2010-M02","50"
"Коефіцієнт життєвості","Донецька","Місячна","2010-M03","51"
"Коефіцієнт життєвості","Донецька","Місячна","2010-M04","52"
"Коефіцієнт життєвості","Донецька","Місячна","2010-M05","51"
"Коефіцієнт життєвості","Донецька","Місячна","2010-M06","53"
"Коефіцієнт життєвості","Донецька","Місячна","2010-M07","55"
"Коефіцієнт життєвості","Донецька","Місячна","2010-M08","54"
"Коефіцієнт життєвості","Донецька","Місячна","2010-M09","55"
"Коефіцієнт життєвості","Донецька","Місячна","2010-M10","55"
"Коефіцієнт життєвості","Донецька","Місячна","2010-M11","56"
"Коефіцієнт життєвості","Донецька","Місячна","2010-M12","56"
"Коефіцієнт життєвості","Донецька","Місячна","2011-M01","52"
"Коефіцієнт життєвості","Донецька","Місячна","2011-M02","52"
"Коефіцієнт життєвості","Донецька","Місячна","2011-M03","52"
"Коефіцієнт життєвості","Донецька","Місячна","2011-M04","51"
"Коефіцієнт життєвості","Донецька","Місячна","2011-M05","51"
"Коефіцієнт життєвості","Донецька","Місячна","2011-M06","52"
"Коефіцієнт життєвості","Донецька","Місячна","2011-M07","55"
"Коефіцієнт життєвості","Донецька","Місячна","2011-M08","57"
"Коефіцієнт життєвості","Донецька","Місячна","2011-M09","58"
"Коефіцієнт життєвості","Донецька","Місячна","2011-M10","58"
"Коефіцієнт життєвості","Донецька","Місячна","2011-M11","59"
"Коефіцієнт життєвості","Донецька","Місячна","2011-M12","59"
"Коефіцієнт життєвості","Донецька","Місячна","2012-M01","53"
"Коефіцієнт життєвості","Донецька","Місячна","2012-M02","54"
"Коефіцієнт життєвості","Донецька","Місячна","2012-M03","54"
"Коефіцієнт життєвості","Донецька","Місячна","2012-M04","54"
"Коефіцієнт життєвості","Донецька","Місячна","2012-M05","55"
"Коефіцієнт життєвості","Донецька","Місячна","2012-M06","56"
"Коефіцієнт життєвості","Донецька","Місячна","2012-M07","59"
"Коефіцієнт життєвості","Донецька","Місячна","2012-M08","60"
"Коефіцієнт життєвості","Донецька","Місячна","2012-M09","61"
"Коефіцієнт життєвості","Донецька","Місячна","2012-M10","62"
"Коефіцієнт життєвості","Донецька","Місячна","2012-M11","62"
"Коефіцієнт життєвості","Донецька","Місячна","2012-M12","61"
"Коефіцієнт життєвості","Донецька","Місячна","2013-M01","53"
"Коефіцієнт життєвості","Донецька","Місячна","2013-M02","56"
"Коефіцієнт життєвості","Донецька","Місячна","2013-M03","55"
"Коефіцієнт життєвості","Донецька","Місячна","2013-M04","55"
"Коефіцієнт життєвості","Донецька","Місячна","2013-M05","55"
"Коефіцієнт життєвості","Донецька","Місячна","2013-M06","56"
"Коефіцієнт життєвості","Донецька","Місячна","2013-M07","58"
"Коефіцієнт життєвості","Донецька","Місячна","2013-M08","59"
"Коефіцієнт життєвості","Донецька","Місячна","2013-M09","60"
"Коефіцієнт життєвості","Донецька","Місячна","2013-M10","60"
"Коефіцієнт життєвості","Донецька","Місячна","2013-M11","60"
"Коефіцієнт життєвості","Донецька","Місячна","2013-M12","59"
"Коефіцієнт життєвості","Донецька","Місячна","2014-M01","51"
"Коефіцієнт життєвості","Донецька","Місячна","2014-M02","51"
"Коефіцієнт життєвості","Донецька","Місячна","2014-M03","52"
"Коефіцієнт життєвості","Донецька","Місячна","2014-M04","53"
"Коефіцієнт життєвості","Донецька","Місячна","2014-M05","53"
"Коефіцієнт життєвості","Донецька","Місячна","2014-M06","54"
"Коефіцієнт життєвості","Донецька","Місячна","2014-M07","55"
"Коефіцієнт життєвості","Донецька","Місячна","2014-M08","55"
"Коефіцієнт життєвості","Донецька","Місячна","2014-M09","54"
"Коефіцієнт життєвості","Донецька","Місячна","2014-M10","52"
"Коефіцієнт життєвості","Донецька","Місячна","2014-M11","51"
"Коефіцієнт життєвості","Донецька","Місячна","2014-M12","50"
"Коефіцієнт життєвості","Донецька","Місячна","2015-M01","45"
"Коефіцієнт життєвості","Донецька","Місячна","2015-M02","44"
"Коефіцієнт життєвості","Донецька","Місячна","2015-M03","40"
"Коефіцієнт життєвості","Донецька","Місячна","2015-M04","38"
"Коефіцієнт життєвості","Донецька","Місячна","2015-M05","37"
"Коефіцієнт життєвості","Донецька","Місячна","2015-M06","38"
"Коефіцієнт життєвості","Донецька","Місячна","2015-M07","39"
"Коефіцієнт життєвості","Донецька","Місячна","2015-M08","40"
"Коефіцієнт життєвості","Донецька","Місячна","2015-M09","41"
"Коефіцієнт життєвості","Донецька","Місячна","2015-M10","42"
"Коефіцієнт життєвості","Донецька","Місячна","2015-M11","42"
"Коефіцієнт життєвості","Донецька","Місячна","2015-M12","42"
"Коефіцієнт життєвості","Донецька","Місячна","2016-M01","36"
"Коефіцієнт життєвості","Донецька","Місячна","2016-M02","40"
"Коефіцієнт життєвості","Донецька","Місячна","2016-M03","46"
"Коефіцієнт життєвості","Донецька","Місячна","2016-M04","47"
"Коефіцієнт життєвості","Донецька","Місячна","2016-M05","48"
"Коефіцієнт життєвості","Донецька","Місячна","2016-M06","49"
"Коефіцієнт життєвості","Донецька","Місячна","2016-M07","51"
"Коефіцієнт життєвості","Донецька","Місячна","2016-M08","52"
"Коефіцієнт життєвості","Донецька","Місячна","2016-M09","53"
"Коефіцієнт життєвості","Донецька","Місячна","2016-M10","53"
"Коефіцієнт життєвості","Донецька","Місячна","2016-M11","53"
"Коефіцієнт життєвості","Донецька","Місячна","2016-M12","52"
"Коефіцієнт життєвості","Донецька","Місячна","2017-M01","43"
"Коефіцієнт життєвості","Донецька","Місячна","2017-M02","44"
"Коефіцієнт життєвості","Донецька","Місячна","2017-M03","45"
"Коефіцієнт життєвості","Донецька","Місячна","2017-M04","44"
"Коефіцієнт життєвості","Донецька","Місячна","2017-M05","43"
"Коефіцієнт життєвості","Донецька","Місячна","2017-M06","44"
"Коефіцієнт життєвості","Донецька","Місячна","2017-M07","46"
"Коефіцієнт життєвості","Донецька","Місячна","2017-M08","47"
"Коефіцієнт життєвості","Донецька","Місячна","2017-M09","48"
"Коефіцієнт життєвості","Донецька","Місячна","2017-M10","48"
"Коефіцієнт життєвості","Донецька","Місячна","2017-M11","48"
"Коефіцієнт життєвості","Донецька","Місячна","2017-M12","47"
"Коефіцієнт життєвості","Донецька","Місячна","2018-M01","39"
"Коефіцієнт життєвості","Донецька","Місячна","2018-M02","38"
"Коефіцієнт життєвості","Донецька","Місячна","2018-M03","38"
"Коефіцієнт життєвості","Донецька","Місячна","2018-M04","37"
"Коефіцієнт життєвості","Донецька","Місячна","2018-M05","37"
"Коефіцієнт життєвості","Донецька","Місячна","2018-M06","37"
"Коефіцієнт життєвості","Донецька","Місячна","2018-M07","38"
"Коефіцієнт життєвості","Донецька","Місячна","2018-M08","39"
"Коефіцієнт життєвості","Донецька","Місячна","2018-M09","40"
"Коефіцієнт життєвості","Донецька","Місячна","2018-M10","40"
"Коефіцієнт життєвості","Донецька","Місячна","2018-M11","40"
"Коефіцієнт життєвості","Донецька","Місячна","2018-M12","40"
"Коефіцієнт життєвості","Донецька","Місячна","2019-M01","32"
"Коефіцієнт життєвості","Донецька","Місячна","2019-M02","32"
"Коефіцієнт життєвості","Донецька","Місячна","2019-M03","32"
"Коефіцієнт життєвості","Донецька","Місячна","2019-M04","33"
"Коефіцієнт життєвості","Донецька","Місячна","2019-M05","33"
"Коефіцієнт життєвості","Донецька","Місячна","2019-M06","34"
"Коефіцієнт життєвості","Донецька","Місячна","2019-M07","35"
"Коефіцієнт життєвості","Донецька","Місячна","2019-M08","36"
"Коефіцієнт життєвості","Донецька","Місячна","2019-M09","36"
"Коефіцієнт життєвості","Донецька","Місячна","2019-M10","36"
"Коефіцієнт життєвості","Донецька","Місячна","2019-M11","36"
"Коефіцієнт життєвості","Донецька","Місячна","2019-M12","36"
"Коефіцієнт життєвості","Донецька","Місячна","2020-M01","33"
"Коефіцієнт життєвості","Донецька","Місячна","2020-M02","31"
"Коефіцієнт життєвості","Донецька","Місячна","2020-M03","29"
"Коефіцієнт життєвості","Донецька","Місячна","2020-M04","29"
"Коефіцієнт життєвості","Донецька","Місячна","2020-M05","30"
"Коефіцієнт життєвості","Донецька","Місячна","2020-M06","30"
"Коефіцієнт життєвості","Донецька","Місячна","2020-M07","31"
"Коефіцієнт життєвості","Донецька","Місячна","2020-M08","32"
"Коефіцієнт життєвості","Донецька","Місячна","2020-M09","32"
"Коефіцієнт життєвості","Донецька","Місячна","2020-M10","31"
"Коефіцієнт життєвості","Донецька","Місячна","2020-M11","30"
"Коефіцієнт життєвості","Донецька","Місячна","2020-M12","30"
"Коефіцієнт життєвості","Донецька","Місячна","2021-M01","24"
"Коефіцієнт життєвості","Донецька","Місячна","2021-M02","24"
"Коефіцієнт життєвості","Донецька","Місячна","2021-M03","24"
"Коефіцієнт життєвості","Донецька","Місячна","2021-M04","23"
"Коефіцієнт життєвості","Донецька","Місячна","2021-M05","23"
"Коефіцієнт життєвості","Донецька","Місячна","2021-M06","23"
"Коефіцієнт життєвості","Донецька","Місячна","2021-M07","24"
"Коефіцієнт життєвості","Донецька","Місячна","2021-M08","25"
"Коефіцієнт життєвості","Донецька","Місячна","2021-M09","25"
"Коефіцієнт життєвості","Донецька","Місячна","2021-M10","24"
"Коефіцієнт життєвості","Донецька","Місячна","2021-M11","22"
"Коефіцієнт життєвості","Донецька","Місячна","2021-M12","22"
"Коефіцієнт життєвості","Рівненська","Місячна","2005-M01","77"
"Коефіцієнт життєвості","Рівненська","Місячна","2005-M02","76"
"Коефіцієнт життєвості","Рівненська","Місячна","2005-M03","75"
"Коефіцієнт життєвості","Рівненська","Місячна","2005-M04","79"
"Коефіцієнт життєвості","Рівненська","Місячна","2005-M05","79"
"Коефіцієнт життєвості","Рівненська","Місячна","2005-M06","81"
"Коефіцієнт життєвості","Рівненська","Місячна","2005-M07","84"
"Коефіцієнт життєвості","Рівненська","Місячна","2005-M08","87"
"Коефіцієнт життєвості","Рівненська","Місячна","2005-M09","88"
"Коефіцієнт життєвості","Рівненська","Місячна","2005-M10","89"
"Коефіцієнт життєвості","Рівненська","Місячна","2005-M11","88"
"Коефіцієнт життєвості","Рівненська","Місячна","2005-M12","88"
"Коефіцієнт життєвості","Рівненська","Місячна","2006-M01","72"
"Коефіцієнт життєвості","Рівненська","Місячна","2006-M02","83"
"Коефіцієнт життєвості","Рівненська","Місячна","2006-M03","85"
"Коефіцієнт життєвості","Рівненська","Місячна","2006-M04","88"
"Коефіцієнт життєвості","Рівненська","Місячна","2006-M05","90"
"Коефіцієнт життєвості","Рівненська","Місячна","2006-M06","91"
"Коефіцієнт життєвості","Рівненська","Місячна","2006-M07","94"
"Коефіцієнт життєвості","Рівненська","Місячна","2006-M08","98"
"Коефіцієнт життєвості","Рівненська","Місячна","2006-M09","99"
"Коефіцієнт життєвості","Рівненська","Місячна","2006-M10","99"
"Коефіцієнт життєвості","Рівненська","Місячна","2006-M11","99"
"Коефіцієнт життєвості","Рівненська","Місячна","2006-M12","98"
"Коефіцієнт життєвості","Рівненська","Місячна","2007-M01","89"
"Коефіцієнт життєвості","Рівненська","Місячна","2007-M02","90"
"Коефіцієнт життєвості","Рівненська","Місячна","2007-M03","91"
"Коефіцієнт життєвості","Рівненська","Місячна","2007-M04","90"
"Коефіцієнт життєвості","Рівненська","Місячна","2007-M05","92"
"Коефіцієнт життєвості","Рівненська","Місячна","2007-M06","94"
"Коефіцієнт життєвості","Рівненська","Місячна","2007-M07","97"
"Коефіцієнт життєвості","Рівненська","Місячна","2007-M08","100"
"Коефіцієнт життєвості","Рівненська","Місячна","2007-M09","100"
"Коефіцієнт життєвості","Рівненська","Місячна","2007-M10","100"
"Коефіцієнт життєвості","Рівненська","Місячна","2007-M11","99"
"Коефіцієнт життєвості","Рівненська","Місячна","2007-M12","98"
"Коефіцієнт життєвості","Рівненська","Місячна","2008-M01","92"
"Коефіцієнт життєвості","Рівненська","Місячна","2008-M02","90"
"Коефіцієнт життєвості","Рівненська","Місячна","2008-M03","90"
"Коефіцієнт життєвості","Рівненська","Місячна","2008-M04","87"
"Коефіцієнт життєвості","Рівненська","Місячна","2008-M05","90"
"Коефіцієнт життєвості","Рівненська","Місячна","2008-M06","91"
"Коефіцієнт життєвості","Рівненська","Місячна","2008-M07","97"
"Коефіцієнт життєвості","Рівненська","Місячна","2008-M08","101"
"Коефіцієнт життєвості","Рівненська","Місячна","2008-M09","102"
"Коефіцієнт життєвості","Рівненська","Місячна","2008-M10","105"
"Коефіцієнт життєвості","Рівненська","Місячна","2008-M11","105"
"Коефіцієнт життєвості","Рівненська","Місячна","2008-M12","105"
"Коефіцієнт життєвості","Рівненська","Місячна","2009-M01","96"
"Коефіцієнт життєвості","Рівненська","Місячна","2009-M02","104"
"Коефіцієнт життєвості","Рівненська","Місячна","2009-M03","102"
"Коефіцієнт життєвості","Рівненська","Місячна","2009-M04","103"
"Коефіцієнт життєвості","Рівненська","Місячна","2009-M05","105"
"Коефіцієнт життєвості","Рівненська","Місячна","2009-M06","106"
"Коефіцієнт життєвості","Рівненська","Місячна","2009-M07","110"
"Коефіцієнт життєвості","Рівненська","Місячна","2009-M08","112"
"Коефіцієнт життєвості","Рівненська","Місячна","2009-M09","114"
"Коефіцієнт життєвості","Рівненська","Місячна","2009-M10","115"
"Коефіцієнт життєвості","Рівненська","Місячна","2009-M11","115"
"Коефіцієнт життєвості","Рівненська","Місячна","2009-M12","114"
"Коефіцієнт життєвості","Рівненська","Місячна","2010-M01","104"
"Коефіцієнт життєвості","Рівненська","Місячна","2010-M02","101"
"Коефіцієнт життєвості","Рівненська","Місячна","2010-M03","104"
"Коефіцієнт життєвості","Рівненська","Місячна","2010-M04","107"
"Коефіцієнт життєвості","Рівненська","Місячна","2010-M05","107"
"Коефіцієнт життєвості","Рівненська","Місячна","2010-M06","108"
"Коефіцієнт життєвості","Рівненська","Місячна","2010-M07","112"
"Коефіцієнт життєвості","Рівненська","Місячна","2010-M08","114"
"Коефіцієнт життєвості","Рівненська","Місячна","2010-M09","116"
"Коефіцієнт життєвості","Рівненська","Місячна","2010-M10","115"
"Коефіцієнт життєвості","Рівненська","Місячна","2010-M11","116"
"Коефіцієнт життєвості","Рівненська","Місячна","2010-M12","114"
"Коефіцієнт життєвості","Рівненська","Місячна","2011-M01","112"
"Коефіцієнт життєвості","Рівненська","Місячна","2011-M02","112"
"Коефіцієнт життєвості","Рівненська","Місячна","2011-M03","111"
"Коефіцієнт життєвості","Рівненська","Місячна","2011-M04","110"
"Коефіцієнт життєвості","Рівненська","Місячна","2011-M05","108"
"Коефіцієнт життєвості","Рівненська","Місячна","2011-M06","111"
"Коефіцієнт життєвості","Рівненська","Місячна","2011-M07","115"
"Коефіцієнт життєвості","Рівненська","Місячна","2011-M08","119"
"Коефіцієнт життєвості","Рівненська","Місячна","2011-M09","122"
"Коефіцієнт життєвості","Рівненська","Місячна","2011-M10","124"
"Коефіцієнт життєвості","Рівненська","Місячна","2011-M11","125"
"Коефіцієнт життєвості","Рівненська","Місячна","2011-M12","125"
"Коефіцієнт життєвості","Рівненська","Місячна","2012-M01","117"
"Коефіцієнт життєвості","Рівненська","Місячна","2012-M02","118"
"Коефіцієнт життєвості","Рівненська","Місячна","2012-M03","115"
"Коефіцієнт життєвості","Рівненська","Місячна","2012-M04","114"
"Коефіцієнт життєвості","Рівненська","Місячна","2012-M05","117"
"Коефіцієнт життєвості","Рівненська","Місячна","2012-M06","118"
"Коефіцієнт життєвості","Рівненська","Місячна","2012-M07","123"
"Коефіцієнт життєвості","Рівненська","Місячна","2012-M08","128"
"Коефіцієнт життєвості","Рівненська","Місячна","2012-M09","130"
"Коефіцієнт життєвості","Рівненська","Місячна","2012-M10","131"
"Коефіцієнт життєвості","Рівненська","Місячна","2012-M11","130"
"Коефіцієнт життєвості","Рівненська","Місячна","2012-M12","128"
"Коефіцієнт життєвості","Рівненська","Місячна","2013-M01","122"
"Коефіцієнт життєвості","Рівненська","Місячна","2013-M02","115"
"Коефіцієнт життєвості","Рівненська","Місячна","2013-M03","112"
"Коефіцієнт життєвості","Рівненська","Місячна","2013-M04","108"
"Коефіцієнт життєвості","Рівненська","Місячна","2013-M05","107"
"Коефіцієнт життєвості","Рівненська","Місячна","2013-M06","109"
"Коефіцієнт життєвості","Рівненська","Місячна","2013-M07","115"
"Коефіцієнт життєвості","Рівненська","Місячна","2013-M08","118"
"Коефіцієнт життєвості","Рівненська","Місячна","2013-M09","120"
"Коефіцієнт життєвості","Рівненська","Місячна","2013-M10","122"
"Коефіцієнт життєвості","Рівненська","Місячна","2013-M11","121"
"Коефіцієнт життєвості","Рівненська","Місячна","2013-M12","120"
"Коефіцієнт життєвості","Рівненська","Місячна","2014-M01","107"
"Коефіцієнт життєвості","Рівненська","Місячна","2014-M02","109"
"Коефіцієнт життєвості","Рівненська","Місячна","2014-M03","103"
"Коефіцієнт життєвості","Рівненська","Місячна","2014-M04","105"
"Коефіцієнт життєвості","Рівненська","Місячна","2014-M05","107"
"Коефіцієнт життєвості","Рівненська","Місячна","2014-M06","110"
"Коефіцієнт життєвості","Рівненська","Місячна","2014-M07","116"
"Коефіцієнт життєвості","Рівненська","Місячна","2014-M08","118"
"Коефіцієнт життєвості","Рівненська","Місячна","2014-M09","118"
"Коефіцієнт життєвості","Рівненська","Місячна","2014-M10","120"
"Коефіцієнт життєвості","Рівненська","Місячна","2014-M11","118"
"Коефіцієнт життєвості","Рівненська","Місячна","2014-M12","117"
"Коефіцієнт життєвості","Рівненська","Місячна","2015-M01","104"
"Коефіцієнт життєвості","Рівненська","Місячна","2015-M02","100"
"Коефіцієнт життєвості","Рівненська","Місячна","2015-M03","98"
"Коефіцієнт життєвості","Рівненська","Місячна","2015-M04","99"
"Коефіцієнт життєвості","Рівненська","Місячна","2015-M05","99"
"Коефіцієнт життєвості","Рівненська","Місячна","2015-M06","100"
"Коефіцієнт життєвості","Рівненська","Місячна","2015-M07","106"
"Коефіцієнт життєвості","Рівненська","Місячна","2015-M08","108"
"Коефіцієнт життєвості","Рівненська","Місячна","2015-M09","111"
"Коефіцієнт життєвості","Рівненська","Місячна","2015-M10","112"
"Коефіцієнт життєвості","Рівненська","Місячна","2015-M11","110"
"Коефіцієнт життєвості","Рівненська","Місячна","2015-M12","110"
"Коефіцієнт життєвості","Рівненська","Місячна","2016-M01","87"
"Коефіцієнт життєвості","Рівненська","Місячна","2016-M02","93"
"Коефіцієнт життєвості","Рівненська","Місячна","2016-M03","98"
"Коефіцієнт життєвості","Рівненська","Місячна","2016-M04","99"
"Коефіцієнт життєвості","Рівненська","Місячна","2016-M05","99"
"Коефіцієнт життєвості","Рівненська","Місячна","2016-M06","100"
"Коефіцієнт життєвості","Рівненська","Місячна","2016-M07","103"
"Коефіцієнт життєвості","Рівненська","Місячна","2016-M08","108"
"Коефіцієнт життєвості","Рівненська","Місячна","2016-M09","109"
"Коефіцієнт життєвості","Рівненська","Місячна","2016-M10","109"
"Коефіцієнт життєвості","Рівненська","Місячна","2016-M11","109"
"Коефіцієнт життєвості","Рівненська","Місячна","2016-M12","108"
"Коефіцієнт життєвості","Рівненська","Місячна","2017-M01","78"
"Коефіцієнт життєвості","Рівненська","Місячна","2017-M02","85"
"Коефіцієнт життєвості","Рівненська","Місячна","2017-M03","89"
"Коефіцієнт життєвості","Рівненська","Місячна","2017-M04","88"
"Коефіцієнт життєвості","Рівненська","Місячна","2017-M05","90"
"Коефіцієнт життєвості","Рівненська","Місячна","2017-M06","93"
"Коефіцієнт життєвості","Рівненська","Місячна","2017-M07","97"
"Коефіцієнт життєвості","Рівненська","Місячна","2017-M08","101"
"Коефіцієнт життєвості","Рівненська","Місячна","2017-M09","101"
"Коефіцієнт життєвості","Рівненська","Місячна","2017-M10","101"
"Коефіцієнт життєвості","Рівненська","Місячна","2017-M11","100"
"Коефіцієнт життєвості","Рівненська","Місячна","2017-M12","98"
"Коефіцієнт життєвості","Рівненська","Місячна","2018-M01","85"
"Коефіцієнт життєвості","Рівненська","Місячна","2018-M02","87"
"Коефіцієнт життєвості","Рівненська","Місячна","2018-M03","86"
"Коефіцієнт життєвості","Рівненська","Місячна","2018-M04","84"
"Коефіцієнт життєвості","Рівненська","Місячна","2018-M05","86"
"Коефіцієнт життєвості","Рівненська","Місячна","2018-M06","88"
"Коефіцієнт життєвості","Рівненська","Місячна","2018-M07","91"
"Коефіцієнт життєвості","Рівненська","Місячна","2018-M08","94"
"Коефіцієнт життєвості","Рівненська","Місячна","2018-M09","95"
"Коефіцієнт життєвості","Рівненська","Місячна","2018-M10","96"
"Коефіцієнт життєвості","Рівненська","Місячна","2018-M11","94"
"Коефіцієнт життєвості","Рівненська","Місячна","2018-M12","92"
"Коефіцієнт життєвості","Рівненська","Місячна","2019-M01","75"
"Коефіцієнт життєвості","Рівненська","Місячна","2019-M02","76"
"Коефіцієнт життєвості","Рівненська","Місячна","2019-M03","77"
"Коефіцієнт життєвості","Рівненська","Місячна","2019-M04","78"
"Коефіцієнт життєвості","Рівненська","Місячна","2019-M05","79"
"Коефіцієнт життєвості","Рівненська","Місячна","2019-M06","80"
